Gene_Name,S2N_ALL
AF000573_rna1_at,1.1935867119772
X78669_at,1.19303554004398
L27624_s_at,1.19194845327817
X52851_rna1_at,1.19166986655984
D50912_at,1.19146978868212
D38548_at,1.19090329672874
Y11174_at,1.19066360234173
U47011_cds1_at,1.19066360234173
U13696_s_at,1.19066360234173
U12978_at,1.19066360234173
M73481_at,1.19066360234173
L33477_at,1.19066360234173
HG2743-HT3926_s_at,1.19066360234173
D87463_at,1.19066360234173
Z78285_f_at,1.18661741514695
U30245_at,1.18442217977239
L18972_at,1.18411794501555
U20998_at,1.1809501048889
U41060_at,1.18085588300445
D63880_at,1.18085355258344
D43948_at,1.17865943217908
AF012024_s_at,1.1775593296798
U90552_s_at,1.17735821337153
X99585_at,1.17714827026646
L38941_at,1.17688306160562
HG4458-HT4727_at,1.17548479731053
L07033_at,1.17231207519014
X56997_rna1_at,1.16940877784367
S62907_s_at,1.16890864281562
U06454_at,1.16792185485056
X56088_s_at,1.16422161014965
M31523_at,1.16267296190544
U23736_s_at,1.16124857264989
U66726_at,1.16076069500041
HG2358-HT4858_s_at,1.16076069500041
D89050_at,1.16076069500041
U17760_rna1_at,1.15887414687925
D13264_at,1.15879311440615
HG4518-HT4921_r_at,1.15826322463722
S72008_at,1.15804825381101
D63482_at,1.15694916662595
L33075_at,1.1547239989237
U35451_at,1.1536117444164
L42572_at,1.15351433296537
X52142_at,1.15219859477765
M31520_at,1.14816544027268
U37139_at,1.14815581248303
L47738_at,1.14777051640268
D26598_at,1.14663171282697
D43950_at,1.14647425531701
D63882_s_at,1.14647116502719
U84573_at,1.14623674070371
HG2530-HT2626_at,1.14556596104238
L24783_at,1.14429620008569
U73330_at,1.14338563789535
U70981_at,1.14306030788055
U02493_at,1.1427329053165
U29607_at,1.14182524350063
U82313_at,1.14058532820433
U09953_at,1.14054025632369
M33680_at,1.13996227505236
X61100_rna1_at,1.13986568080819
X69391_at,1.13913624625593
D86978_at,1.13485943303772
U51920_at,1.13438683269687
U29175_at,1.1338149146068
X87159_at,1.13259724799668
M58569_s_at,1.13259724799668
M19989_cds1_at,1.13259724799668
X92106_at,1.1319884172337
U61232_at,1.13191848129171
U15008_at,1.13027201979069
X66867_cds1_at,1.13004210186169
X56468_at,1.12980646987013
X97267_rna1_s_at,1.12944570374122
D86479_at,1.12924139418839
S82472_at,1.12882560094162
D86974_at,1.12735539491953
X61970_at,1.12713678462706
X94232_at,1.12705560393279
U62015_at,1.12633334268925
U14968_at,1.12593145818502
U24577_at,1.12585460473128
HG33-HT33_at,1.12555431677804
HG2160-HT2230_at,1.12491280920553
X51521_at,1.12431430403393
U26266_s_at,1.12286494609923
U28833_at,1.12247355464364
X00588_at,1.12109219893803
D78011_at,1.12066437824455
L20298_at,1.1202702584174
X92475_at,1.12015857882359
U38846_at,1.11980863712688
Y00503_at,1.11912107157913
L14430_at,1.11816373393659
M29536_at,1.11742678819814
X76648_at,1.11559777006394
L07633_at,1.11482312637175
M23161_at,1.11457605108811
M84371_rna1_s_at,1.11440294976338
X95654_at,1.11413644491107
J02902_at,1.11401460028115
J03473_at,1.11327711928274
X66899_at,1.11325161957511
M29064_at,1.11267730129529
X14850_at,1.11218309384478
U72342_at,1.11209455195786
U70735_at,1.11166804815863
U77948_at,1.11138304316087
X83107_at,1.11129572264553
M60858_rna1_at,1.11128196288021
M86933_at,1.10786845932334
D86967_at,1.10758589455521
J05243_at,1.10718325089759
M14648_at,1.10643286256957
X12901_at,1.10602577369975
U82668_rna1_at,1.10602577369975
U78180_at,1.10602577369975
M13792_at,1.10425068886094
X64707_at,1.10411429033391
D87742_at,1.10375147729186
U49844_at,1.10281144496545
D38462_at,1.10257672170607
U32944_at,1.10025675178378
U83410_at,1.09981537191257
U82818_at,1.09936558998659
U37689_at,1.09906473170408
J00105_s_at,1.0985916106157
U90907_at,1.09829167948228
D12763_at,1.09798069016841
X95240_s_at,1.09624653723111
M96739_at,1.09615209654925
HG1112-HT1112_at,1.09606909716514
L11672_at,1.09563542180726
X62153_s_at,1.09553040632167
M60527_at,1.09500289789415
D50918_at,1.09470792069963
U66198_at,1.093295432151
M16967_at,1.093295432151
AF005043_at,1.09286836280981
U51990_at,1.09269828089369
L49229_f_at,1.09115528639082
U14972_at,1.09096750736044
U66075_at,1.09059446400888
M91432_at,1.09008110119442
U34044_at,1.08870062905463
X76061_at,1.08855903616298
X51466_at,1.08758948005026
S46622_at,1.08531854203445
L06797_s_at,1.08503530668591
U03056_at,1.08461405902158
U86782_at,1.08435072391314
U62136_at,1.08298053799466
D55654_at,1.08293462262605
L05148_at,1.08263482207967
L11566_at,1.08173568544554
L11672_r_at,1.08138729304149
D14658_at,1.08102475348529
D43768_at,1.08091500000904
X84740_at,1.080758747083
U25435_at,1.08013974938347
U66464_at,1.07733438930293
U83843_at,1.07708239707874
X72964_at,1.0769813919814
X66401_cds1_at,1.07654886196302
U18271_cds3_s_at,1.07596400019903
X15949_at,1.07592961443974
M31899_at,1.07449157043237
U09477_at,1.07407662080734
AC000062_at,1.07387023965963
HG1116-HT1116_at,1.07358682445763
U53468_at,1.07333909984433
M85217_at,1.07157946481536
U72066_at,1.07139107876392
Z21507_at,1.07096654345751
L34673_at,1.0708740045453
U43901_rna1_s_at,1.06989314435815
S54005_s_at,1.06939283839018
HG1078-HT1078_at,1.06927898579035
U91616_at,1.06887024630343
Z23064_at,1.06573386742595
HG3991-HT4261_r_at,1.06527735896054
D83785_at,1.06491743739825
X54326_at,1.06286787323795
M92642_at,1.06245956342438
L20010_at,1.06188170008347
X85372_at,1.06146688881701
X05839_rna1_s_at,1.06076670169069
U48213_at,1.06076670169069
D84557_at,1.0592933617625
HG1869-HT1904_at,1.05924222624005
M21259_at,1.05823901360752
U74324_at,1.05801115599179
D31891_at,1.05750544252495
U93867_at,1.05730379815222
J05032_at,1.05648131471175
X58987_at,1.05628222913739
L02320_at,1.05613879850866
U07418_at,1.05613285687663
J04621_at,1.05491289628056
D87009_cds3_at,1.05406483705988
X15341_at,1.05370799140156
U05237_at,1.05358892350696
M22898_at,1.05321702138531
U59325_at,1.05155998507602
U12465_at,1.05129350057654
D45248_at,1.05073108108996
U50733_at,1.05050911255589
Z56281_at,1.04998955117076
U94855_at,1.04847929236906
L40403_at,1.04829070899073
X82835_at,1.04748067753389
J03592_at,1.04605856263786
M83216_s_at,1.04573460699488
M88108_at,1.04493601321049
U09825_at,1.04399178461267
U06643_s_at,1.04392087654946
U79262_at,1.04257599012798
U81001_at,1.04242000033232
M77232_rna1_at,1.04195464322208
U49248_at,1.04189524104442
U09813_at,1.04037700310436
M19283_at,1.04028373468912
U46570_at,1.04020661539759
X04526_at,1.04015587404948
HG4157-HT4427_at,1.0398341907873
L28010_at,1.03964962391592
U68566_at,1.03946495260848
D42043_at,1.03933473989004
X15183_at,1.03828479787571
X74142_at,1.03815269395043
X12556_at,1.03729053359115
X00351_f_at,1.03709974952728
L33262_s_at,1.03601312982633
HG2846-HT2983_at,1.03570671335389
U65928_at,1.03543261572136
L31573_at,1.03461886931176
HG825-HT825_at,1.03461886931176
HG142-HT142_at,1.03461886931176
X74331_at,1.03346171193384
M68864_at,1.03324589696766
M87284_at,1.03265522472623
L33881_at,1.03258214006739
L02932_at,1.03242793306763
HG3313-HT3490_at,1.03196345890347
L10338_s_at,1.03180996472605
M63838_s_at,1.03121763772194
U09564_at,1.03101731366571
U87309_at,1.03046134434129
J00209_f_at,1.03020892550866
U39447_at,1.0300774218811
X77588_s_at,1.02914892027426
U50939_at,1.02864965949191
D37984_s_at,1.02835993456047
M13934_cds2_at,1.02722391777339
L41067_at,1.02707747967488
L43576_at,1.02628365426759
Y09943_s_at,1.02592401709957
U62434_at,1.02592401709957
X54925_at,1.02566592511994
U51678_at,1.02545448233998
Z35102_at,1.02504707109937
U49395_at,1.02470233666732
L40391_at,1.02465077041563
M19311_s_at,1.02464389040046
X03689_s_at,1.02396803925845
D63477_at,1.02379581288986
L39009_at,1.02378901683873
L10403_at,1.02378901683873
J00301_at,1.02378901683873
L40410_at,1.02364119454768
M29696_at,1.02362179909499
Z27113_at,1.02293851096007
U78521_at,1.0224870463898
M77142_at,1.0220110298342
X74008_at,1.02193765438137
Z69881_at,1.02167627356341
U47077_at,1.02156282943025
X01677_f_at,1.02154021133458
U18543_at,1.0214926223787
L19267_at,1.0211709327279
D26600_at,1.02104470269335
X77307_at,1.02050066996277
X57152_rna1_s_at,1.02049294467054
D38048_at,1.02032483688984
U62961_at,1.02003826799952
M97856_at,1.01978182307011
M34458_rna1_s_at,1.01834762925418
U67319_at,1.01817925010575
X54304_at,1.01774462585215
X13482_at,1.01737070787857
M28585_f_at,1.01730029739438
L34081_at,1.01700524398924
X59543_at,1.01679990462915
L76159_at,1.01640701072997
M13450_at,1.01623116267986
U68063_at,1.01610021573418
L03532_at,1.0160811182286
M15796_at,1.01565828311281
Z93784_at,1.01525236230634
D14710_at,1.01506026768687
M94362_at,1.01490686714734
M31520_rna1_s_at,1.01466421141271
X64643_at,1.01441006343902
X57959_at,1.01383809799377
U10323_at,1.01342562955142
X86428_s_at,1.01323416059706
X68285_s_at,1.01323416059706
HG3345-HT3522_at,1.01323416059706
M33336_at,1.01262955061984
L38810_at,1.01254657616044
X04347_s_at,1.01244343819944
U31930_at,1.01230507759938
U76638_at,1.01212938747598
X12791_at,1.0119628714614
HG4542-HT4947_at,1.01106536670802
L10413_at,1.01097919227614
M60091_at,1.01044338201075
X79234_at,1.01037393139637
Z50115_s_at,1.0098535617904
X69141_at,1.00971128188969
X97249_at,1.00937155583394
D50405_at,1.00901732385661
U79291_at,1.00881722347369
AF002020_at,1.00839680957514
U50950_at,1.00750695671135
X99226_at,1.00748614630082
X63468_at,1.00740888619669
X86012_at,1.006804699086
U58766_at,1.00528765422799
M31525_at,1.00467169018819
J04615_at,1.00429730355262
M91592_at,1.0039964279958
X68560_at,1.00399139421514
M93651_at,1.00391467267632
U82010_rna1_at,1.0035272209575
U80040_at,1.00350072348961
M62800_at,1.0029439576703
HG2271-HT2367_s_at,1.0029439576703
X81198_at,1.00223842483271
AB003698_at,1.00206047491813
U26312_s_at,1.00174641198684
D83243_at,1.001307561991
X95404_at,1.00101061240415
X82676_at,1.00094697885478
X16560_at,1.00091463299042
D31887_at,1.00077233839265
D42047_at,1.00021617204749
J04029_s_at,0.999362868887835
X05323_at,0.997663050292474
U93237_rna2_at,0.997435309526951
M86400_at,0.997327861609486
U31814_at,0.997289905251512
L25080_at,0.996920917866172
X64330_at,0.996595279743735
X53777_at,0.996266676959932
M92439_at,0.996025582476298
X74801_at,0.995610108488047
Z37986_at,0.995490522796912
D38076_at,0.993755704503272
U63332_at,0.993508295053377
X15357_at,0.993213648618305
U64198_at,0.992908577398051
U18088_s_at,0.992908577398051
U12259_cds2_s_at,0.992908577398051
L21993_at,0.992908577398051
S74221_at,0.991964014176253
D00763_at,0.991352419507651
U23028_at,0.991343104289295
U52427_rna1_at,0.991330043452946
X97335_at,0.991196113811258
M37104_at,0.991048904163154
U80457_at,0.990992264731464
U45878_s_at,0.990921383695634
D29012_at,0.990352053812747
J02683_s_at,0.989950168417523
M64571_at,0.989703274413228
X63753_at,0.989648349331861
X83973_at,0.989509196431901
X65873_at,0.989237453438555
U09414_at,0.989011396847319
U42412_at,0.987110434343201
X66785_at,0.987056483979414
HG3492-HT3686_at,0.986380647320826
M96803_at,0.985931098439277
HG1322-HT5143_s_at,0.985296441310056
M31642_at,0.98521367828187
U85193_at,0.984964714918655
U33286_at,0.984759816846098
D38751_at,0.984579013640259
U57877_at,0.984212344640625
D78577_s_at,0.983667018491634
U36621_cds2_at,0.983482193750677
HG3707-HT3922_f_at,0.983118670050575
U15782_at,0.983113829482818
D87449_at,0.983046961367747
AC002477_s_at,0.982836046316158
Z25749_rna1_at,0.982781918857471
U52696_s_at,0.982360316527895
X04654_s_at,0.982026633397977
U56833_at,0.981571023576382
U44105_at,0.981338358286274
M34079_at,0.981019389154007
U79259_at,0.980727980079272
Z50749_at,0.980052230425446
Y10807_s_at,0.979908811062673
M63180_at,0.979253678673856
X93511_s_at,0.979096695600013
U49973_xpt1_at,0.979063311366582
L22009_at,0.978274676308927
Z22551_at,0.978019457983149
X51823_s_at,0.977961380198501
U56637_at,0.977744067789104
X59350_at,0.977390335339806
HG3995-HT4265_at,0.976795403336131
M29335_s_at,0.975559403341439
U77665_at,0.975000845601971
X83857_s_at,0.974927637514227
D63486_at,0.974645250803314
M69023_at,0.974230246767027
D31890_at,0.974174792461162
U75679_at,0.973983998270024
U83601_at,0.973565337774304
D85758_at,0.973310107189164
X15943_at,0.973308038947339
X13238_at,0.973127810600618
M85169_at,0.972829078399823
M76482_at,0.972788336206726
Y08915_at,0.97256426051174
U30825_at,0.972547584792125
U15009_at,0.972211692687516
M17754_at,0.97194650365175
U25165_at,0.971615676114654
X95073_at,0.971285853916047
M73547_at,0.971066786098766
L20965_at,0.970720367206524
U12535_at,0.970522503640046
HG2309-HT2405_at,0.970442271025914
Y00757_at,0.970433516116815
Y10202_at,0.970426565888889
U79274_at,0.970411786597513
M37984_rna1_at,0.970178760136032
L25931_s_at,0.969324741468858
X13956_at,0.969311204601103
U44378_at,0.969297502809344
L09260_at,0.96877058896037
M58028_at,0.968746009244813
U59309_at,0.968267621413774
D26069_at,0.968170322319261
X85134_rna1_at,0.967746865160537
D16562_at,0.967743765236021
U04241_at,0.967219938465487
X04325_at,0.967033164690099
L76703_at,0.966665818011203
D13370_at,0.966644749224443
HG2274-HT2370_at,0.96625203785701
X75962_at,0.966218891063049
X53793_at,0.965264432473132
HG1614-HT1614_at,0.965223649879829
U27460_at,0.964415276150471
D38524_at,0.964414761797553
X66397_at,0.964357535711482
X83218_at,0.96432695701466
D26599_at,0.964304473896801
M26657_s_at,0.964240107618567
M14123_xpt4_at,0.964240107618567
AF001548_rna1_at,0.964008410315763
X83368_at,0.962958117768
L40396_at,0.962842570587426
X97544_at,0.962319493845927
M94065_at,0.962001765626116
D87466_at,0.96072772179191
M69039_at,0.96060657686135
X63692_at,0.959504008947768
HG2815-HT2931_at,0.959462119881587
U18062_at,0.959106437116327
X98248_rna1_at,0.958797230953075
U09820_s_at,0.958268602570988
M29551_at,0.95813829659065
X06323_at,0.958059048562361
M86752_at,0.957753971356431
X07315_at,0.957720908457378
L08835_rna2_s_at,0.957705209946606
L38696_at,0.95755989794349
Z22535_at,0.957520994886517
Z48633_at,0.956978308366192
X66113_s_at,0.955715971412408
M80783_at,0.955619220933502
X96752_at,0.955496860858506
HG3319-HT3496_s_at,0.955197478374515
U66359_at,0.955134906471606
D30037_at,0.954541161128229
U81556_at,0.954064309671412
M14676_at,0.953436600226387
X59710_at,0.953115061175295
D86979_at,0.952750091391922
U20285_at,0.952460945359064
U90912_at,0.952308039211394
X80199_at,0.951811071611569
U49070_at,0.951684363099874
AF009368_at,0.951669456733038
U83246_at,0.951057523564894
M86406_at,0.950793192523094
U38896_at,0.950211597795899
U24704_at,0.949993646783262
U60325_at,0.949476934946829
U18934_at,0.949230934179468
L21715_at,0.949159465814368
U46025_at,0.948337215279479
M19154_at,0.948295607779739
D30655_at,0.948181873350485
L21936_at,0.947914201083446
X76538_at,0.947809716309111
D87446_at,0.94776919772103
AB000460_at,0.947733406198194
M37583_at,0.94745973030053
X80909_at,0.946870870186127
L40366_at,0.946663670845573
M55905_at,0.946566062644842
X65488_at,0.946469597232823
L36642_at,0.94646121487734
X85373_at,0.946265177789165
U18235_at,0.946242037750061
HG384-HT384_at,0.946103932004142
U37012_at,0.945575065334449
D49738_at,0.945570536840887
D83779_at,0.94548811448451
M29960_at,0.945306941205934
D79988_at,0.945052616043544
M32405_at,0.944992793136718
U27459_at,0.944197722077479
U09587_at,0.943504711094749
J03798_at,0.94325294074972
HG1400-HT1400_s_at,0.942875903731621
M94151_at,0.942755521862728
U65002_at,0.942698060899863
U41668_at,0.941373850905468
D80008_at,0.941312529589544
U90904_at,0.941032666372074
U05321_at,0.940737820243644
L42452_at,0.940306472316386
U95040_at,0.940292194406628
U63139_at,0.940127816157011
X54380_at,0.940083126629177
M34182_at,0.938435258315302
U47025_s_at,0.938115324300432
X98307_at,0.937554159700457
L76627_at,0.937554159700457
HG3546-HT3744_s_at,0.937495937298511
D42123_at,0.937457421709701
X82068_at,0.937377306007117
U69127_at,0.937281792673379
U37408_at,0.937148989349506
U50839_at,0.93710027575043
D87453_at,0.936726186395377
U33841_at,0.936635351604244
U34343_at,0.936303369429062
X83301_s_at,0.93625572429003
U05291_at,0.936197016976257
M73780_at,0.935925040120735
Y08614_at,0.935653287074108
HG167-HT167_s_at,0.935491523708901
D86977_at,0.935458298351424
M21142_cds2_s_at,0.935274040474296
M94046_at,0.934750539774363
X62535_at,0.934689426671057
X80230_at,0.934325027234572
U54778_at,0.934207877138791
HG4073-HT4343_at,0.934152679947995
D13627_at,0.934065408457912
D80006_at,0.933996739416421
D23662_at,0.933569410907878
X67337_at,0.93353795477573
U38372_at,0.93352143698478
X92715_at,0.933208109999821
U45974_at,0.933027719762536
L34035_at,0.932282267598099
X65867_at,0.93223030907616
D87078_at,0.932052173419823
U36798_at,0.932050117797
S72904_at,0.931858284973086
D89859_at,0.931459640005988
U61500_at,0.930568196818298
S80437_s_at,0.930286123818056
U06452_at,0.930233692613379
L10381_at,0.930099509999321
U09410_at,0.929898640179225
HG2874-HT3018_at,0.929834274970209
U94319_at,0.929401367178788
M60784_s_at,0.929397808066558
M12959_s_at,0.929249962129233
U17714_at,0.928931028045161
L07493_at,0.928890268793669
X75958_at,0.92850448267743
U66828_s_at,0.928430258478236
D87076_at,0.928154992671823
U18291_at,0.928055051560116
U01160_at,0.928054287750278
U38810_at,0.927767558799847
D90086_at,0.92754202015186
U90651_at,0.927539730733113
X02317_at,0.927444882382211
D13118_at,0.927314277854055
M68520_at,0.926975295096377
U11861_at,0.926610746703784
L06132_at,0.926398171511169
M11722_at,0.926207874751367
U78027_rna3_at,0.926156206278587
M81601_at,0.925863162242431
U79718_at,0.925718576316925
D88378_at,0.925588368700963
X16135_at,0.925372326126521
S49592_s_at,0.925080413301376
D14659_at,0.924646458911317
Z68747_at,0.924566377888357
D63879_at,0.924551894045032
X65644_at,0.924064092925822
X93510_at,0.924020247206829
S68874_s_at,0.923820867072129
D80012_at,0.923778893066133
U14575_at,0.923661337281145
U61397_s_at,0.923564347010399
Y10275_at,0.923340335931889
X60221_at,0.9233048462237
X98001_at,0.923284560753027
M65131_rna1_at,0.923262671808047
X95586_at,0.923194222891808
X53390_s_at,0.922942621483768
M94547_at,0.922919646615868
K03430_at,0.92277288719258
M23379_at,0.922701262781547
X16901_at,0.92155597824985
X89211_at,0.921421333691037
U59752_at,0.921309027303795
U79287_at,0.920807447420219
M23533_at,0.920765662828533
U76992_at,0.920718235196825
D21852_at,0.920395188689354
U05040_at,0.92032254892167
U75308_at,0.920314421031775
J02621_s_at,0.920184452310843
L00634_s_at,0.919873744883181
Z49148_s_at,0.919153906002691
X58521_at,0.919082715269277
X75755_rna1_s_at,0.918915854521493
X03635_at,0.918906486456164
X81372_at,0.918879970186426
D00860_at,0.918747710578981
D83783_at,0.918557201133222
X98801_at,0.918512232371918
U52960_at,0.918240030638747
Y11681_at,0.917980287442616
X76228_at,0.917679638060113
U23143_at,0.917534068090958
D28416_at,0.917473888430638
D63479_s_at,0.917273136526385
U71087_at,0.917182112290821
AB000449_at,0.916703468194263
M27504_s_at,0.9163465072362
U58087_at,0.9161732462167
L36051_at,0.91602600413075
S42457_at,0.915983061962294
S69790_at,0.915700194640033
Y11251_at,0.915440251065635
HG2441-HT2537_s_at,0.915206899964892
M55047_at,0.914902867984597
D43949_at,0.914656817579289
U61145_at,0.914403040095286
U69141_at,0.914297409768597
L38951_at,0.914211546046388
L02547_at,0.914099296243114
U90549_at,0.91396640663341
U13044_at,0.913954306716474
X98330_at,0.913835432853634
M29204_at,0.913599867701394
Z36715_at,0.913522013722186
U27330_at,0.913491834910661
HG2815-HT4023_s_at,0.913269153195879
HG3936-HT4206_at,0.91319653679258
Z69915_at,0.913114363415329
D17408_s_at,0.912651959438592
D26362_at,0.912559060443168
U70426_at,0.912355431775997
U09848_at,0.912235986130513
X69111_at,0.912225155914757
D50930_at,0.912168800549039
U39400_at,0.912095482766708
HG311-HT311_at,0.912038285700766
D00003_s_at,0.911415461287964
X80754_at,0.911376260046917
AB006190_at,0.911036076760978
S82297_at,0.91085244732135
S77575_at,0.910585022797358
X99894_at,0.910398561123357
M34192_at,0.910182054187801
L40395_at,0.910098155134932
M54968_at,0.909938895457864
U64871_at,0.909931071150953
L20773_at,0.909874393930996
X98743_at,0.909840616971408
M19483_at,0.909492151675689
M55409_s_at,0.909484562297464
M87339_at,0.909404728412808
M86546_at,0.909397280534496
Y00486_rna1_at,0.909341358573022
U82303_at,0.908742558435814
U84487_at,0.908588774372396
U07802_at,0.908524848064087
D63861_s_at,0.908518180663493
D84294_at,0.908351841714345
J03764_at,0.908157354418789
M68941_at,0.907780860634663
U91930_at,0.907660095299457
X75091_s_at,0.907143421819208
L42542_at,0.907135353678715
J03626_rna1_s_at,0.907105217364705
D55716_at,0.906780027518498
M19311_at,0.90672311552801
M22976_at,0.906715678600626
J05253_s_at,0.906709761600791
X89399_s_at,0.906548207953703
D17391_at,0.906262706875754
Z97074_at,0.905848264526277
X73358_s_at,0.905410156727584
J05249_at,0.905151163000901
D38145_at,0.905032782204098
M96738_s_at,0.904717043570553
L05147_at,0.904717043570553
X59711_at,0.904676643739212
U79246_at,0.904440956744671
U18985_at,0.903858243877995
X80818_at,0.903650967294918
U66617_at,0.903649777208925
X64877_s_at,0.90357472583972
U79301_at,0.902859699004028
U84011_s_at,0.902795718822825
D83702_at,0.90245501433006
U80811_at,0.902270665936289
L10838_at,0.902108685286296
D79992_at,0.902054426464918
U97105_at,0.901976761877861
D87017_cds3_at,0.901941861088388
J02645_at,0.900923572971247
U47742_at,0.900861879755849
X61072_at,0.900404423177085
X76132_at,0.90038809181335
V00599_s_at,0.899945944455948
X14684_s_at,0.899653990589534
U73737_at,0.899098422241445
X85137_s_at,0.899083498695715
L07956_at,0.898999578823063
U43885_at,0.898854606384581
X70683_at,0.898662895083469
D87735_at,0.898633582955968
X78933_at,0.8985503715595
HG846-HT846_at,0.897970892241539
M77698_at,0.897648255610614
X98263_at,0.897338826101288
D87458_at,0.896666733948445
AF009426_at,0.896649722441186
