Gene_Name,S2N_AML
U17886_at,43.7491216608125
HG4662-HT5075_at,42.6575772033916
HG2415-HT2511_at,41.1001071889264
X81892_at,41.0899805474859
U10886_at,40.8769698692538
J03077_s_at,40.8568705410804
U13706_at,40.8465395076226
U35246_at,40.7700119369347
U58675_cds2_at,40.3433958886408
U62437_at,39.7139337761377
HG1078-HT1078_at,39.4555483304178
X84003_at,39.1873202570653
M13955_at,38.5643198322208
U92971_at,38.1550698960817
X99688_at,37.6482448026091
M64925_at,37.4436266199481
U78876_at,37.3207671103624
U25826_at,37.3207671103624
L25444_at,36.9504570921315
U12424_s_at,36.687503427902
X76013_at,36.4569173029771
Y00067_rna1_at,36.3685352690034
U09410_at,36.1455842732786
U32659_at,36.0934596254615
M22538_at,36.088488408933
M26167_rna1_at,35.9436322013752
D86959_at,35.7070640953996
L49173_f_at,35.4857503353079
M95929_at,35.3283094614696
HG3075-HT3236_s_at,34.9850507350024
U33880_at,34.7897207458415
S72904_at,34.7154508301545
D30715_xpt5_s_at,34.088507617061
Z46629_at,34.0458761345916
M55172_at,34.0250656142813
X16316_at,33.8946991273935
M36341_at,33.5053962689732
U84487_at,33.2147798637136
V00571_rna1_at,32.7595875548715
X76228_at,32.6991964340064
Z20656_rna1_s_at,32.4383522517093
U08854_s_at,32.3458032954208
V00572_at,32.1369377873337
M37457_at,31.9875625843101
HG3521-HT3715_at,31.5803294671475
D78156_at,31.4780699343896
U59863_at,31.0193995231497
U68727_at,31.0022535166506
Y10571_at,30.8327309942643
D14812_at,30.8144405851483
AB001106_at,30.8026904001233
M26061_at,30.6664822567953
M97496_at,30.5935178487225
HG4433-HT4703_at,30.0514898830304
X83301_s_at,30.038806927186
M13686_s_at,29.6649065588749
X75304_at,29.557060610812
Z48481_at,29.5330581847208
D49490_at,29.4820926769166
HG3432-HT3620_s_at,29.305693575914
U15197_at,29.2490732376621
L19401_at,29.2486893314448
U77665_at,29.0717300277474
D64158_at,28.9675893450355
Z11559_at,28.8882082471028
HG4178-HT4448_at,28.8736100239795
U03057_at,28.8351376277197
X52425_at,28.820046043128
U28687_at,28.7697743918629
X99585_at,28.7226965104901
L10284_at,28.7156912753259
S77415_at,28.6702977717912
Y08319_at,28.6329620046335
U03270_at,28.5450221134581
U15174_at,28.4541339551097
S75989_at,28.3892394513214
U68111_at,28.3458085022612
X17567_s_at,28.3139288579465
M93311_at,28.1431147489867
M25667_at,27.7565656220731
X96924_rna1_at,27.7258295054104
U49070_at,27.7255667197823
X02596_at,27.6879415065848
L20814_at,27.6774697920398
D85376_at,27.6319345520866
U52828_s_at,27.5033202441955
D31897_at,27.0813947225739
U49065_at,26.9714037700216
D90064_at,26.6786552073036
U43747_s_at,26.6393679815595
M20137_at,26.2971806922257
S74728_at,26.2346043769501
X15088_at,26.0762130550018
M85289_at,25.8485114118734
HG2686-HT2782_at,25.8485114118734
D16827_s_at,25.8485114118734
AC002077_at,25.8485114118734
X14894_at,25.6402954905407
X54816_at,25.3393089083303
U00944_at,25.1298895418463
U43408_at,25.1105772144493
U04735_at,25.0450427279048
M37104_at,24.9222030984033
D26599_at,24.8618921786991
X70991_at,24.6979545231829
L05514_f_at,24.6595319249076
Z48054_at,24.4975211983424
U87309_at,24.306820360933
X99209_at,24.2902606760137
M74099_at,24.1627274952381
X89399_s_at,24.1450412358498
HG1877-HT1917_s_at,23.9853540377326
L27476_at,23.8657784132824
U85611_at,23.8328775536472
D31890_at,23.7253282117043
M33308_at,23.6648674696132
AF001548_rna1_at,23.6528118790403
D16611_s_at,23.5382818806142
X64229_at,23.4411144676345
M91670_at,23.3695228923967
U23430_s_at,23.3536324780127
X16354_at,23.2315473917824
U26914_at,23.1970129413962
U09196_at,23.051495999319
Z84483_at,23.0066651772457
Z26634_at,22.8931452340835
U11701_at,22.833519625104
X77753_at,22.8237618855218
D38076_at,22.7844032992529
U18914_at,22.7795202096888
U43899_at,22.6956479984397
X80062_at,22.6788127783824
M64098_at,22.5804344983785
L40157_at,22.4346525390804
X78416_s_at,22.3329594359845
D86519_at,22.3019298010436
X65727_cds2_s_at,22.2883055740691
U11875_s_at,22.2279112671145
J05125_at,22.1664244161383
M64358_at,22.105068551191
D87460_at,21.9090873686998
D15049_at,21.794350362814
X62429_s_at,21.5400345478568
U46746_s_at,21.4682872265107
L07033_at,21.4339592931816
U09813_at,21.3462994918592
X64994_at,21.3139428269357
Y12478_at,21.3063005464552
HG2743-HT2845_at,21.2609006694098
X75962_at,21.230570337199
X66276_s_at,21.11291275393
M97935_s_at,21.0757616639151
HG2261-HT2351_s_at,20.9988473333584
U36798_at,20.9769752336914
D38128_at,20.8808083605245
X55733_at,20.8706623640044
D14663_at,20.868992274154
HG2380-HT2476_s_at,20.7218086840149
M26041_s_at,20.6333968918227
HG3936-HT4206_at,20.5972766105056
U43286_at,20.5222034735047
L21893_at,20.3419296531845
U10323_at,20.317395586663
X89894_at,20.0989334867406
X74795_at,19.9990622882279
X71661_at,19.9792689686924
U96115_at,19.937588821392
U07000_cds4_at,19.7979472168216
U95020_at,19.7923503578712
L43821_at,19.7923503578712
M19311_at,19.7744952720737
Z47553_at,19.6345729904655
X98248_rna1_at,19.5136209160864
U82303_at,19.4828865344677
M60503_at,19.4525357660954
U73338_at,19.421556971388
X04366_at,19.3707859298686
U72511_at,19.2589132781351
U50196_at,19.1227128423361
M24439_at,19.0006580110252
X99894_at,18.9658988310494
U51478_at,18.9500168530877
HG2261-HT2352_at,18.8541114670248
M86934_at,18.7761418393183
HG2148-HT2218_f_at,18.7139544277132
S83308_at,18.6388926178922
D86962_at,18.6126904309202
X76538_at,18.6004402467339
S74221_at,18.5856888244622
X95826_at,18.5771159068281
L10838_at,18.3374276458266
AB002332_at,18.1878561226563
X64044_at,18.1738150969343
U06452_at,18.0615311579231
M26682_at,18.0105161026062
Y10141_s_at,17.796920486086
D78129_at,17.7919356145965
Z22536_at,17.7421735207537
X92715_at,17.7288593177845
U27326_s_at,17.6642886389316
L20861_at,17.663649305208
J00124_at,17.6612784696661
D23662_at,17.6511771793368
Y10807_s_at,17.6235032342182
L09260_at,17.607777592938
U77845_at,17.5662901416012
L39061_at,17.3989869767004
U66618_at,17.351098018577
U61500_at,17.3274786480389
U32331_at,17.3000710118575
D90282_at,17.1920104816463
X02404_at,17.174197698978
J05682_at,17.1315274592674
K02882_cds1_s_at,17.0968312933345
U72621_at,17.0688941939568
U07969_s_at,17.0566500154128
D14689_at,17.0098561592649
U57650_at,16.9567842563523
D50911_at,16.9375961409792
U37529_at,16.8697028421522
Z69043_s_at,16.7316267628003
U94320_at,16.64086545909
X92098_at,16.5953934997729
L43579_at,16.5904637939675
X79984_at,16.5741617781051
D12625_at,16.5492110796859
U47334_at,16.5339253625663
HG4557-HT4962_r_at,16.3647557293792
AC000099_at,16.3611133254718
D29992_at,16.3564410726294
HG2730-HT2827_s_at,16.2367308155141
L05628_s_at,16.0649083381866
HG3999-HT4269_at,16.04930922823
X07820_at,15.9723702261312
X54304_at,15.9347894288877
U52077_s_at,15.9069572134969
U60873_at,15.7062311311559
L42374_s_at,15.7051951371497
M74093_at,15.7050372139333
AB000410_s_at,15.6921971077554
Z49099_at,15.6505087843355
X65488_at,15.6138602519548
D87445_at,15.5469087333421
U36601_at,15.498833511443
M23892_s_at,15.4937382629677
L03532_at,15.4252546774284
M97856_at,15.4202207684424
M99063_at,15.4155254192488
U07559_at,15.3829952258732
HG3703-HT3915_s_at,15.3447166385065
HG2874-HT3018_at,15.2797617169602
HG884-HT884_s_at,15.2403761988418
X60957_at,15.2342998423088
M60922_at,15.2185712066154
U52426_at,15.152772850253
D83703_at,15.1397122445793
M26901_s_at,15.1282135523127
U10690_f_at,15.0628751489814
L10123_at,15.0027199835032
U33203_s_at,14.9663943869291
HG4102-HT4372_at,14.9565086885562
X70944_s_at,14.8995685634858
X68994_at,14.8757686491636
D10523_at,14.8362543828646
U34844_at,14.8255371700482
J03824_at,14.7931656890764
U12897_at,14.7647462971881
L37936_at,14.7284565249777
H46990_at,14.7237500798088
M14676_at,14.6800464059249
HG2247-HT2332_at,14.6639052171871
U19180_at,14.6340788931772
L08044_s_at,14.6280353915387
D25303_at,14.6161840681652
X80200_at,14.5736858016721
X56741_at,14.5691690336904
U49973_xpt2_at,14.5340738012991
M55153_at,14.5251821990623
S73591_at,14.5212198819535
M88108_at,14.5067096756736
U09587_at,14.4786278893128
Y07596_at,14.4155342458329
M37238_s_at,14.3664797006215
X65724_at,14.3034210657196
X00371_rna1_at,14.2984098597934
D49387_at,14.2568189205306
M81181_s_at,14.1630722517043
X93511_s_at,14.1346433057897
Y10517_at,14.0395303623437
D79993_at,13.9530669094746
X65873_at,13.82849668778
HG2510-HT2606_at,13.8275384697772
D50405_at,13.8272320537983
Z80780_f_at,13.7949911790712
U37673_at,13.7854855225075
M86737_at,13.7165588492878
M29273_at,13.7151457305607
U20648_at,13.6323754459312
U80040_at,13.6302083870579
D14686_at,13.5860713391333
X04688_at,13.4202408411061
X99728_at,13.4052412898114
X15414_at,13.3381984542525
L36818_at,13.22751776393
U72935_cds3_s_at,13.2060639961818
X67683_at,13.1718255656267
HG4109-HT4379_at,13.1000456830657
HG3238-HT4861_s_at,13.0799918471698
D79995_at,13.0227335831481
U66726_s_at,13.0090374127428
U13991_at,12.9928045762811
U40992_at,12.956859582061
S80905_f_at,12.8920272092644
D50857_at,12.8776452154074
HG2709-HT2805_at,12.8712516775547
X15183_at,12.8529890116543
X06661_at,12.8274440994773
HG3426-HT3610_s_at,12.7796265535661
D31885_at,12.6931535761441
U59302_at,12.6705350683132
U96113_at,12.6543552731836
X65867_at,12.6383332586327
U10685_at,12.5901497291793
D79986_at,12.5882234780819
L40380_at,12.5865832343111
X58521_at,12.3999530434359
Z29505_at,12.3964583370541
U23028_at,12.3388109854072
D50917_at,12.3275343222545
X92106_at,12.3177446237591
L34587_at,12.2982166829323
D31797_at,12.2455871555634
X82153_at,12.2411930382002
U35735_at,12.2174007547221
U60975_at,12.1650160049763
U13022_at,12.142054882596
L19493_s_at,12.1206598227693
X75342_at,12.120421855322
X58401_at,12.1030043821616
HG3175-HT3352_at,12.0327001078932
U53446_at,11.9891664948506
D86979_at,11.9826556042752
D83243_at,11.9619960073077
Z49107_s_at,11.9265646489136
J05213_at,11.9210325653694
Y11180_at,11.8019792743578
J03071_cds3_f_at,11.7997463335262
HG2238-HT2321_s_at,11.7679223079328
X69908_rna1_at,11.6933814100888
X15729_s_at,11.6742840549334
U25771_at,11.6513593315793
X73608_at,11.576014190803
S59184_at,11.545013969912
U82987_at,11.5413998200429
Z69915_at,11.527632727961
L35269_at,11.5077306657789
X92475_at,11.5049802915705
HG4716-HT5158_at,11.3921692599432
HG2239-HT2324_r_at,11.3812852697079
X77922_s_at,11.3703609847757
D90209_at,11.3522169912719
U51990_at,11.3273779076917
X12671_rna1_at,11.3254361991764
X63692_at,11.2868323502963
M60092_at,11.2721510237998
J04156_at,11.2591037185178
HG3976-HT4246_at,11.251649897479
Z37976_at,11.2404153761276
D49958_at,11.2387279973197
M93143_at,11.2382579710184
L34409_at,11.219882492098
M24364_at,11.2177409278197
X78549_at,11.2119533806866
L29433_at,11.2045576790925
U31382_at,11.1925061351353
J05428_at,11.1152039754784
U94586_at,11.0741257384852
X06700_s_at,11.0617073016009
M55419_at,11.0590264194102
S83309_s_at,11.0453741162405
U69141_at,11.0322339064736
U94592_at,10.9850569858689
M91196_at,10.9529067449337
M27492_at,10.9375558511609
Z22780_at,10.8941153890434
X63759_at,10.8913960778496
U27185_at,10.8816750250294
U79259_at,10.8538727852904
L35253_s_at,10.8456591770294
U94831_at,10.807419489745
HG1327-HT1327_s_at,10.7953256759547
M74002_at,10.7823514521787
X81198_at,10.7630525738989
D87469_at,10.7630219741849
X76534_at,10.7582593314728
X68561_at,10.7430032059946
D84557_at,10.7399007743504
U41745_at,10.7165349427607
D63998_at,10.7039442312274
M22976_at,10.6664913465572
U19796_at,10.6484434243237
U44848_at,10.6397109284067
Y10511_at,10.6303377724563
M37721_at,10.6178262366211
U34877_at,10.5687698663838
S77410_at,10.5569567969628
X56692_at,10.522915690669
Y07512_at,10.4930057367936
L76517_at,10.475093025693
X71129_at,10.4742034684837
U65918_f_at,10.4610671577903
D50477_s_at,10.4527090985273
X04391_at,10.4177492082351
M94065_at,10.400401835134
M19301_at,10.3931297862751
Z49155_at,10.3723645531377
X99886_s_at,10.3699739883222
X85137_s_at,10.3410393508521
D00762_at,10.3397357738118
V01515_cds1_at,10.3207274516838
U44754_at,10.3193024905652
Z24725_at,10.3060357980617
U69645_at,10.2542974455552
U79300_at,10.2453404308476
U07358_at,10.1994856753921
D38553_at,10.1786033387904
X75091_s_at,10.1494784115032
HG3412-HT3593_s_at,10.1036666039791
U58091_at,10.0405595316942
M60784_s_at,9.96881404754855
S66793_at,9.96806234651481
HG1112-HT1112_at,9.93976756477167
M23161_at,9.90571422775923
D50926_at,9.90027854170658
M60974_s_at,9.85502898782599
M30607_s_at,9.83657242284883
U79303_at,9.83382907974432
X66087_at,9.82369286011947
U03272_at,9.78702786682618
M29204_at,9.78280333090565
U03886_at,9.7433575481621
U03634_at,9.73264775942731
U91930_at,9.67913797260552
M13666_at,9.67417984487757
U30825_at,9.6663658764619
X59766_at,9.65585298968444
U37431_at,9.57345751791348
J04605_at,9.52390012052166
U55766_at,9.52209773018949
M98776_rna1_at,9.5004448860151
Y10518_at,9.49761908798787
M22430_at,9.4426620602688
Y08991_at,9.43898776647461
X57346_at,9.42855336892982
X00695_s_at,9.38682907589593
Z83802_at,9.38504636401823
X15306_rna1_at,9.3703080544867
U82671_cds2_at,9.3641511674131
U68233_at,9.33143381445626
X64877_s_at,9.31625977322265
X64877_at,9.31123086533903
U32680_at,9.30398545845885
M55531_at,9.28695994900224
M14306_at,9.28014217104393
U34343_at,9.27687410445017
M63180_at,9.23133813284812
U62438_at,9.22775925958752
X70083_at,9.2232376568656
M55683_at,9.18216070140476
M25629_at,9.18138662102251
X04654_s_at,9.17452070638772
X66397_at,9.16278252943435
U55209_at,9.1147876225256
D87743_at,9.10224219875468
X99699_at,9.09652268775813
X04707_at,9.07748513603624
U08096_at,9.05827839129888
X73079_at,9.03156568464276
D86972_at,8.98172263972719
U71087_at,8.97982270185225
U22028_r_at,8.96260268322618
AB000464_at,8.94123200828392
HG1322-HT5143_s_at,8.93111636243463
D31887_at,8.92503998435349
U07418_at,8.91430369518833
U30894_at,8.90600759910825
X74295_at,8.88491468269809
X52979_rna1_s_at,8.86846443789562
U09820_s_at,8.85406434165082
L38486_at,8.83862916230169
J03260_s_at,8.82121658819779
M14113_at,8.81501763033326
D87438_at,8.80251864733984
L27841_at,8.80189491362191
U51096_at,8.79307532999069
U79251_at,8.77535684356478
U33936_s_at,8.76152478293865
HG4243-HT4513_at,8.71432092118692
U75679_at,8.69856354947549
U36759_s_at,8.69585188203038
Z75190_s_at,8.68117863163295
Z50749_at,8.66097823818845
X76104_at,8.61384643380818
Y10615_at,8.61382443929491
M92424_at,8.59478168132182
U15173_at,8.58815702053839
X95152_rna1_at,8.58286090148143
X82693_at,8.54933449498708
M60052_at,8.53755123670418
X98178_s_at,8.53753870713434
U04840_at,8.53528312620942
D50370_at,8.52831838498621
M37197_at,8.52620160706854
U51205_at,8.45509570206025
Z50053_at,8.42610837012655
U39317_at,8.4215112924967
J04810_s_at,8.41542753654787
X76180_at,8.40660840718417
M76559_at,8.40647087122501
D38437_f_at,8.40624383220736
S78798_s_at,8.39357006237002
M74091_at,8.38790691543654
X55448_cds1_s_at,8.37938056234666
L10405_at,8.34691431302934
X07732_at,8.3039468544553
U50078_at,8.28815391887691
L07633_at,8.24880107359835
Z48512_at,8.19020771368709
U18018_at,8.18877086003675
U30610_at,8.18503455779303
U93867_at,8.17989266994747
U09367_at,8.17473905956515
U45285_at,8.15708454716853
X13255_at,8.13372142762753
U54617_at,8.10432231726669
D78577_s_at,8.09808501066387
M54968_at,8.09439808425651
U04241_at,8.06489804625123
U54778_at,8.00185010365246
U76992_at,7.97925075886942
S76756_s_at,7.97065089776597
D82344_at,7.90781248144716
D13720_s_at,7.89108205929461
X55037_s_at,7.87638979269012
J04080_at,7.87155458609601
X62055_at,7.86152339663389
D87466_at,7.83853564058994
L25441_at,7.83574226543261
M60746_at,7.83443641281316
L15309_at,7.79512196857056
U68485_at,7.7834600476614
D38251_s_at,7.77175422404719
U41815_at,7.75470627091909
J03171_at,7.73525536584391
L24783_at,7.72447253278053
M60626_at,7.69240119302515
U23435_s_at,7.66572960027776
HG732-HT732_at,7.66452837388579
X89750_at,7.66280469683078
X90568_at,7.650882747225
U10991_at,7.613554034191
M24351_cds3_s_at,7.61312556820358
AB002314_at,7.60883939659661
HG2255-HT2344_f_at,7.59817673218894
U18237_at,7.59565972146859
HG3942-HT4212_at,7.58204947794653
U75968_at,7.55714041405295
D90086_at,7.49411226378939
X16560_at,7.48964219650624
U58089_at,7.48307958889438
M81778_s_at,7.46028656152003
D49354_s_at,7.44882749132605
X14445_at,7.44836009331133
X06562_at,7.41568742689966
M22919_rna2_at,7.41549005569251
D42072_at,7.39825401748775
L11708_at,7.38845863790241
AF001620_at,7.3856432050726
HG3437-HT3628_s_at,7.3548049170916
Z96810_at,7.35190224937949
U67319_at,7.33627545305825
D50663_at,7.31117173723305
U10117_at,7.299768435494
M68520_at,7.28834082173422
U35407_at,7.28023655681655
U09607_at,7.27541900905641
M73780_at,7.25433639382051
U12778_at,7.25044319215886
L13977_at,7.24023568000217
Y08223_at,7.23797496577974
L19593_at,7.2373327259045
Z33642_at,7.23107689969086
Z14244_at,7.22652050447976
X56654_at,7.2047613931374
M37583_at,7.19445278900283
M14565_at,7.15766448568538
L40397_at,7.13279015533262
U78525_at,7.12650347323021
U45448_s_at,7.08394855478533
U34044_at,7.07247973394782
X59303_s_at,7.06906895346375
U88871_at,7.06858468193994
M60721_at,7.02783531784439
Y10275_at,7.02539734188345
L33801_at,7.00913751215255
HG37-HT37_at,7.00895038112174
M87313_s_at,7.00865633305775
U96922_at,7.000952370206
L11369_at,6.98434863008048
X73358_s_at,6.97898113350493
HG2815-HT2931_s_at,6.97486097426752
U18671_rna1_at,6.97456446189898
D63482_at,6.9507507823927
U77129_at,6.93247478384505
U67191_at,6.90619631546992
S87759_at,6.90061446489738
U57629_at,6.89533269339478
L25876_at,6.88835886894974
L78833_cds2_at,6.88824870146794
D26067_at,6.88404939188113
D79996_at,6.87393932845268
M81601_at,6.87143976977434
U17034_at,6.86618384079134
D00003_s_at,6.86293923131832
S54005_s_at,6.86187565452011
HG3115-HT3291_at,6.8561705817565
U07857_at,6.84133934642363
M34376_s_at,6.82467210497685
L17327_at,6.8212457115526
X98263_at,6.81808610835856
X83572_at,6.81553106788957
X99586_s_at,6.80937660556665
X68277_at,6.80362999411699
X61373_at,6.80132923375074
X60487_at,6.7986857753686
D00591_at,6.79342697043237
X52882_at,6.78360117843424
M60724_at,6.77915972944029
X12953_at,6.76641213660199
X04297_at,6.7654362247697
D49488_at,6.76519912122047
M57567_at,6.76292977217685
X15422_at,6.75958654256799
U09716_s_at,6.70748580909199
U28386_at,6.69670674638735
HG3236-HT3413_f_at,6.69154349240867
X83218_at,6.68519710536597
AF005887_at,6.67752443910108
M80783_at,6.6732100991458
Y08915_at,6.66595234079829
U82306_at,6.66217893024428
M68941_at,6.63659676881491
X78686_at,6.63250363196612
U33267_at,6.59546091359458
L12723_at,6.58234568503911
Y12856_at,6.57360293801841
U06088_at,6.57248820551442
D38502_at,6.56567608379799
K02100_at,6.54304591440798
U46767_at,6.53997916668624
D49738_at,6.53995836631206
D83260_s_at,6.53563905129453
U94855_at,6.5265092855583
D16562_at,6.52496854369347
X61100_rna1_at,6.5249133621447
J00116_s_at,6.52105782600217
M69039_at,6.51928109738491
S77582_at,6.51908642708766
X75252_at,6.51245869400898
L19267_at,6.4996341729875
S77575_at,6.49558357276168
M11313_s_at,6.48390423220679
M13450_at,6.48297664196645
S83366_cds3_at,6.46249910871086
L16862_at,6.46209370406992
D16815_at,6.45497548011858
L13738_at,6.43963107810837
S71129_at,6.43774720531272
U83246_at,6.42642328638021
X54871_at,6.42329108352995
U67934_at,6.41801841759291
U07681_at,6.41092219087995
L32163_at,6.4017980392459
U02310_at,6.39183404522828
X62534_s_at,6.37902953213062
U03100_at,6.36505599174426
U43374_at,6.35513668375495
U28686_at,6.35454692345427
M25753_at,6.33549706776164
U66469_at,6.33385918369273
L33881_at,6.32438875662041
U59919_at,6.32206933902306
U63743_at,6.31955588787536
U60206_s_at,6.31216400957654
D25274_at,6.3109545176555
D86976_at,6.29307665461821
X00949_at,6.28678967495589
D00860_at,6.28176821198436
X53002_s_at,6.26063190431129
X64330_at,6.25967294850704
X72727_at,6.2347322291749
X91196_s_at,6.23299475171289
M33518_at,6.19532267059525
X87237_at,6.19189417784458
U25433_at,6.19126363913955
M32373_at,6.16548298086516
M31642_at,6.15475568397127
Z38133_s_at,6.13377108203969
X07979_at,6.13362320316273
Y10204_at,6.13346828308974
U20530_at,6.12628520828292
X99584_at,6.12425412095551
HG3242-HT3419_s_at,6.10331306888567
Z48511_at,6.09345670312125
HG2441-HT2537_s_at,6.0883620929166
L42450_at,6.0851088381608
D63874_at,6.06375620396519
HG3362-HT3539_s_at,6.05797349060167
L13042_at,6.05404285420037
U20758_rna1_at,6.04873848375379
U04209_at,6.03918600420405
X15822_at,6.03528648230348
M34338_s_at,6.03103347631178
X04706_s_at,6.02485349759782
L04282_at,6.02067194592485
Z23064_at,5.99880888994836
U40371_at,5.99692589429582
M94345_at,5.99490706424857
D63876_at,5.98951292878096
X70811_at,5.9786573176378
U49857_at,5.96759822128567
U93237_rna2_at,5.9659905130651
D43772_at,5.96575373489217
S78432_xpt1_at,5.94891585099446
D13370_at,5.92670886405169
X77588_s_at,5.91511601401788
U88964_at,5.9134803089419
U46461_at,5.90906647261269
X66365_at,5.90816841727951
U72649_at,5.88450340680224
HG2538-HT2634_at,5.87915490750896
HG4668-HT5083_s_at,5.87826683564771
U29943_s_at,5.87577896754622
U32986_s_at,5.87060980549345
M35296_at,5.86026816675807
M24461_at,5.85606431866183
M29536_at,5.84633593094027
U37122_at,5.84401010863879
U37146_at,5.79245353906422
U62389_at,5.79124851737334
U53209_at,5.79106178262046
L02840_at,5.78247361613427
J00268_s_at,5.77738953241886
M34309_at,5.77708657125307
U96781_cds1_at,5.77048101055601
U19142_at,5.75914998271533
X95239_at,5.75723816051128
M31667_f_at,5.75663200217772
X90908_at,5.75204749374228
M27160_at,5.74958643970185
U08015_at,5.73474471443907
M29550_at,5.72912076143389
Z22865_at,5.72493102849049
U20647_at,5.72105969394538
U67611_at,5.71925477883221
Y07829_xpt3_at,5.7076183676241
M16714_at,5.69573919203873
HG3227-HT3404_at,5.69119190668098
X56677_at,5.68325137798091
D17516_at,5.68158143935029
U15009_at,5.67031900226386
X66436_at,5.66884562765454
HG2796-HT2904_at,5.66834688279327
X07618_s_at,5.66466245916854
U66464_at,5.66438173351223
D87449_at,5.659189742104
U22816_at,5.65817442815448
U09279_at,5.65435734905703
X56468_at,5.64951601088344
U32519_at,5.6467339257005
AC000061_cds2_at,5.63011600644931
D21851_at,5.62846208872024
D63878_at,5.62444757217235
L26953_at,5.59446381220454
Z49254_at,5.58889109278834
U14575_at,5.57176058774415
U59111_at,5.5592550971959
S72370_at,5.55615433450917
D88378_at,5.55506030796492
HG3893-HT4163_at,5.54606200305897
M99701_at,5.54580537045851
HG2850-HT4814_s_at,5.53995464878115
X13100_s_at,5.53356156416369
U79246_at,5.53206028439598
U00957_at,5.50419738111534
M31303_rna1_at,5.50023105361856
M57892_at,5.49998319592581
D13642_at,5.49672449916106
HG3576-HT3779_f_at,5.4936104184124
D14710_at,5.49302132186799
D14662_at,5.48504386322629
U68723_at,5.4823216164445
U28055_at,5.47854202412265
M83186_at,5.47164439343637
M97287_at,5.46758596858859
Z35278_at,5.46246747272752
AF000430_at,5.46235404361293
U71300_at,5.4496555215405
U73824_at,5.44535687416526
U31930_at,5.43701114998669
D87742_at,5.43225455784424
S57887_at,5.40957635946485
U15932_at,5.38260811287338
U01160_at,5.37311275919126
M35128_at,5.3696357456926
S58733_at,5.36462582148376
U13045_at,5.3633684080569
U13061_rna1_at,5.35944376085956
L40410_at,5.3583843410309
D31762_at,5.35732001980343
U49974_f_at,5.35520526262261
L42243_cds1_at,5.34725497605824
L02326_f_at,5.34033413974998
L38696_at,5.32321289430844
L76200_at,5.31470076173478
M87434_at,5.31159931741444
D38548_at,5.30715486474016
Z21707_at,5.30641606169855
