Gene_Name,Avg_ALL,Avg_AML,Stdev_ALL,Stdev_AML,S2N_ALL,T_val_ALL,S2N_AML,T_val_AML
AB002366_at,43.7037037037037,6.26315789473684,31.8346869538133,10.3367207161452,0.887818260703644,5.89436807566816,-0.887818260703644,-5.89436807566816
AB002380_at,62.5555555555556,14.1052631578947,106.424886235581,27.5443519237946,0.361652369329907,2.31120483140736,-0.361652369329907,-2.31120483140736
AB002382_at,483.925925925926,157.5,224.515191524029,296.112446683825,0.626985396030022,5.05230359096034,-0.626985396030022,-5.05230359096034
AB002409_at,50.0740740740741,9.6578947368421,49.4149820989592,19.7172942551806,0.584620982682451,4.02815878743246,-0.584620982682451,-4.02815878743246
AB002559_at,1005.88888888889,473.368421052632,467.92909828909,829.328755634196,0.410497008151279,3.28934630570883,-0.410497008151279,-3.28934630570883
AB003102_at,691.666666666667,196.5,283.913719288096,328.876773932779,0.808052135508877,6.48412886731553,-0.808052135508877,-6.48412886731553
AB003103_at,128.518518518519,20.1842105263158,100.313497201512,38.8773923488494,0.778314646469774,5.33419845808612,-0.778314646469774,-5.33419845808612
AB003177_at,687.666666666667,191.131578947368,296.966457572361,317.891462954042,0.80756069189805,6.45035534614287,-0.80756069189805,-6.45035534614287
AB003698_at,229.407407407407,30.8421052631579,140.620399893105,57.5366047133003,1.00206047491813,6.93635279732117,-1.00206047491813,-6.93635279732117
AB004884_at,914.296296296296,259.710526315789,333.564296052709,436.646799431497,0.849878395440396,6.84752455756627,-0.849878395440396,-6.84752455756627
AB006190_at,663.407407407407,195.868421052632,191.296037045135,321.898772996883,0.911036076760978,7.31767820749465,-0.911036076760978,-7.31767820749465
AC000061_cds2_at,366.888888888889,87.5526315789474,222.913286578735,173.298632637331,0.705017299486164,5.44616590653779,-0.705017299486164,-5.44616590653779
AC000061_cds3_at,20,5.94736842105263,0,9.48953155344565,1.48085619398619,9.1286106585918,-1.48085619398619,-9.1286106585918
AC000062_at,22.6296296296296,5.81578947368421,6.42200632529782,9.23523002876542,1.07387023965963,8.65733251512476,-1.07387023965963,-8.65733251512476
AC000064_cds1_at,390.296296296296,153.657894736842,183.588338580309,252.373840713591,0.542795712102188,4.3758635332389,-0.542795712102188,-4.3758635332389
AC000064_cds2_at,135.222222222222,47.6578947368421,58.5460590103299,85.076206320772,0.609684907026862,4.91482981439961,-0.609684907026862,-4.91482981439961
AC000066_at,25.2592592592593,6.28947368421053,14.3516083059935,10.4206341424945,0.765767798958653,5.85808438334087,-0.765767798958653,-5.85808438334087
AC000099_at,114.259259259259,38.1578947368421,74.4950140781725,69.8436579626972,0.527241684064191,4.16464681010674,-0.527241684064191,-4.16464681010674
AC000115_cds1_at,35.6296296296296,8.57894736842105,27.5515574711906,18.4634504973319,0.587866512588961,4.44198092154045,-0.587866512588961,-4.44198092154045
AC002045_xpt1_at,144.333333333333,37.4210526315789,91.2275262103579,67.0617430629849,0.675423426948369,5.17634137497182,-0.675423426948369,-5.17634137497182
AC002073_cds1_at,103.111111111111,62.2368421052632,89.5314011666957,138.04845099526,0.179604075745511,1.44657636610183,-0.179604075745511,-1.44657636610183
AC002077_at,21.8888888888889,5.78947368421053,9.81495457622364,9.1921173478762,0.847022375091097,6.68984844804188,-0.847022375091097,-6.68984844804188
AC002086_at,44.962962962963,13.7894736842105,33.2964325664541,24.8782526269342,0.535860042475922,4.11645507083873,-0.535860042475922,-4.11645507083873
AC002115_cds1_at,3405.62962962963,949.921052631579,1245.58188898412,1618.71671530558,0.857350757117389,6.90678854281604,-0.857350757117389,-6.90678854281604
AC002115_cds3_at,653.703703703704,216.473684210526,174.401352944385,365.968816929036,0.809130562472752,6.41111484025305,-0.809130562472752,-6.41111484025305
AC002115_rna2_at,423.925925925926,140.315789473684,208.281231091693,251.365471543916,0.617017667756615,4.96002427882957,-0.617017667756615,-4.96002427882957
AC002450_at,32.3703703703704,8.94736842105263,27.3512032475414,21.0532752390936,0.48390154551061,3.7329592735874,-0.48390154551061,-3.7329592735874
AC002464_at,41.6296296296296,7.10526315789474,54.9336299884115,12.5521387726042,0.511579953901014,3.20670942826899,-0.511579953901014,-3.20670942826899
AC002486_at,165.814814814815,57.5789473684211,82.1134473373164,99.1105393198293,0.597249124924965,4.80113194303485,-0.597249124924965,-4.80113194303485
AD000092_cds1_at,172,78.6052631578947,170.01312166554,170.127065306873,0.274577190285605,2.18190607670517,-0.274577190285605,-2.18190607670517
AD000684_cds1_at,25.037037037037,6.07894736842105,15.3534798898929,9.77692147133312,0.754388654447305,5.65316632845354,-0.754388654447305,-5.65316632845354
AD001527_cds1_at,139.111111111111,46.6052631578947,64.2814324988372,81.7807019705367,0.633332165720287,5.09967903850516,-0.633332165720287,-5.09967903850516
AF000177_at,169.62962962963,21.6052631578947,146.542497944124,44.6999241027738,0.774014284526448,5.0833558534701,-0.774014284526448,-5.0833558534701
AF000231_at,128.777777777778,11.2894736842105,140.568169428254,24.7024540795716,0.71088437618198,4.29611891939509,-0.71088437618198,-4.29611891939509
AF000234_at,22.8888888888889,15.8947368421053,15.0111069989303,52.5870138494719,0.10346666385104,0.77655679410358,-0.10346666385104,-0.77655679410358
AF000430_at,30.0740740740741,10.7105263157895,24.4680732728715,20.9231643190247,0.426592196766664,3.33586275698173,-0.426592196766664,-3.33586275698173
AF000545_at,30.7037037037037,10.7105263157895,32.1197456820265,26.8860537491464,0.338834107505571,2.64276678551016,-0.338834107505571,-2.64276678551016
AF000560_at,215.407407407407,95.8947368421053,196.078528079413,195.891281137279,0.304902744433646,2.42255237354649,-0.304902744433646,-2.42255237354649
AF000562_at,1041.33333333333,378.184210526316,423.571082037551,634.158086491746,0.626955502918656,5.05235816984487,-0.626955502918656,-5.05235816984487
AF000573_rna1_at,20.8518518518519,5.78947368421053,3.42730779861377,9.1921173478762,1.1935867119772,9.2377566543869,-1.1935867119772,-9.2377566543869
AF000959_at,22.5555555555556,5.78947368421053,13.2790561913614,9.1921173478762,0.746115099065443,5.66653999078445,-0.746115099065443,-5.66653999078445
AF001294_at,93.7777777777778,50.4210526315789,98.535559115765,124.15348643295,0.194696263749149,1.5673239785612,-0.194696263749149,-1.5673239785612
AF001620_at,24.962962962963,6.47368421052632,13.5603536415239,11.0569455781967,0.75106853060571,5.83872684660895,-0.75106853060571,-5.83872684660895
AF002020_at,204.185185185185,38.7105263157895,83.4856215335851,80.6111480100568,1.00839680957514,7.98782625417018,-1.00839680957514,-7.98782625417018
AF002224_at,383.037037037037,130.973684210526,228.362310220721,231.038839234247,0.548678106542741,4.36401126905583,-0.548678106542741,-4.36401126905583
AF002700_at,420.259259259259,167.657894736842,254.566538467102,292.136517172568,0.462044910699942,3.70590418954289,-0.462044910699942,-3.70590418954289
AF003743_at,323.925925925926,73.6052631578947,278.166237779598,179.240671584127,0.547260344440882,4.109005521815,-0.547260344440882,-4.109005521815
AF005037_at,59.0740740740741,7.44736842105263,47.0645431834967,12.7781430119392,0.862707022950433,5.55619000190268,-0.862707022950433,-5.55619000190268
AF005043_at,79.4074074074074,8.18421052631579,50.5608995015373,14.6099841151992,1.09286836280981,7.11170277800181,-1.09286836280981,-7.11170277800181
AF005361_at,27.3333333333333,6.13157894736842,14.182871576442,9.94626387178182,0.878678576423077,6.68671524899149,-0.878678576423077,-6.68671524899149
AF005775_at,555.814814814815,234.236842105263,216.655706494648,400.318888712522,0.521217526957607,4.16694794816559,-0.521217526957607,-4.16694794816559
AF005887_at,115.296296296296,32.7894736842105,83.2982661260193,70.9423663663784,0.53492274557518,4.18096337932815,-0.53492274557518,-4.18096337932815
AF006041_at,795.296296296296,236.368421052632,528.633202398471,411.980412880806,0.594216228815393,4.59177884195808,-0.594216228815393,-4.59177884195808
AF006084_at,820.851851851852,379.815789473684,330.593255050523,754.027953287243,0.406626810344301,3.19877822128566,-0.406626810344301,-3.19877822128566
AF006087_at,622.111111111111,137.684210526316,390.72194848209,261.917988532532,0.742257519208393,5.6088446862637,-0.742257519208393,-5.6088446862637
AF006609_at,25.6666666666667,8.13157894736842,29.4448637286709,19.0080652194139,0.361899437247361,2.71807348088253,-0.361899437247361,-2.71807348088253
AF007111_at,208.592592592593,41.5526315789474,127.915013631124,89.7969774271372,0.767252002067925,5.83967793988164,-0.767252002067925,-5.83967793988164
AF007551_at,144.444444444444,52.2368421052632,126.635859951441,103.227231429876,0.401141400235584,3.11831391454415,-0.401141400235584,-3.11831391454415
AF007875_at,348.222222222222,74.6578947368421,218.256083417434,126.7933573833,0.792826462348518,5.84924775774866,-0.792826462348518,-5.84924775774866
AF008445_at,157.185185185185,102.289473684211,378.793432344681,354.35963621453,0.0748761941470906,0.591312020506114,-0.0748761941470906,-0.591312020506114
AF008937_at,345.962962962963,135.263157894737,178.829416243414,227.025499723915,0.519150555478765,4.18004656139327,-0.519150555478765,-4.18004656139327
AF009301_at,217.37037037037,29.7894736842105,243.028670063708,60.0239402215108,0.618971394140502,3.92644506989185,-0.618971394140502,-3.92644506989185
AF009368_at,980.074074074074,259.289473684211,314.597291533884,442.792362290067,0.951669456733038,7.6726044482011,-0.951669456733038,-7.6726044482011
AF009426_at,82.3333333333333,5.78947368421053,76.174395052002,9.1921173478762,0.896649722441186,5.1945514943817,-0.896649722441186,-5.1945514943817
AF009674_at,132.740740740741,24.8947368421053,157.33907348648,81.0701362930736,0.452356702152386,3.26681526788233,-0.452356702152386,-3.26681526788233
AF010193_at,345.814814814815,73.3684210526316,345.583568546022,134.199009351608,0.567853870301048,3.89320771298471,-0.567853870301048,-3.89320771298471
AF012270_at,118.962962962963,43.0263157894737,112.118577847632,81.5258164523478,0.392144825302063,3.00052592843122,-0.392144825302063,-3.00052592843122
AF014958_at,203.296296296296,82.5,208.353400742919,159.808965347397,0.328106040764262,2.52985749377979,-0.328106040764262,-2.52985749377979
AF015910_at,1016.22222222222,276.894736842105,510.8406595869,545.373553580042,0.699978731741665,5.59002298197276,-0.699978731741665,-5.59002298197276
AF015913_at,712.111111111111,109.447368421053,506.28764500744,178.681915382558,0.879840182017611,5.92850595774842,-0.879840182017611,-5.92850595774842
AF015950_at,42.5555555555556,5.78947368421053,71.4053075668605,9.1921173478762,0.456169436061258,2.65984805188706,-0.456169436061258,-2.65984805188706
AJ000480_at,715.592592592593,430.184210526316,244.373808753226,794.775333043386,0.274655841579032,2.07963973548108,-0.274655841579032,-2.07963973548108
AJ001047_at,20,7.60526315789474,0,16.2106729501413,0.764603473293637,4.71333235749001,-0.764603473293637,-4.71333235749001
AJ001421_at,831.259259259259,267.342105263158,423.43808852631,484.891198513077,0.620828990149746,4.97891064869348,-0.620828990149746,-4.97891064869348
D00017_at,1730.03703703704,800.263157894737,1617.54737135439,2027.42133761771,0.255084186828177,2.05314987628958,-0.255084186828177,-2.05314987628958
D00591_at,179.888888888889,57.7631578947368,125.416638981171,107.439595653011,0.524468375029821,4.10211161083272,-0.524468375029821,-4.10211161083272
D00596_at,1874.44444444444,340.184210526316,1369.99745461115,691.86386941219,0.744114172976631,5.35423722682725,-0.744114172976631,-5.35423722682725
D00632_at,273.666666666667,126.131578947368,195.610090977709,235.556749466156,0.342176331480914,2.75042292722771,-0.342176331480914,-2.75042292722771
D00654_at,30.3333333333333,10.2368421052632,24.073605079806,28.7443853135787,0.380485722353178,3.05731707596688,-0.380485722353178,-3.05731707596688
D00723_at,109.666666666667,12.0263157894737,157.538029596764,25.6572910896639,0.532984961140587,3.1905931104047,-0.532984961140587,-3.1905931104047
D00726_at,373.555555555556,291.973684210526,255.027198147319,634.755134181555,0.0916874480205746,0.715194477030977,-0.0916874480205746,-0.715194477030977
D00760_at,798.37037037037,161.868421052632,458.494454974283,280.767882494923,0.860996045729507,6.40994705452671,-0.860996045729507,-6.40994705452671
D00761_at,1099.74074074074,409.289473684211,610.443885948363,728.410446661167,0.515703053154997,4.14371864272193,-0.515703053154997,-4.14371864272193
D00762_at,676.925925925926,172.394736842105,336.703810255328,287.908444481892,0.807751025147723,6.31640922732917,-0.807751025147723,-6.31640922732917
D00763_at,1869.48148148148,247.315789473684,1217.16298037597,419.152884786727,0.991352419507651,6.65060878392151,-0.991352419507651,-6.65060878392151
D10202_at,51.9259259259259,62.6315789473684,38.9732905836469,204.537107061303,-0.043963843535962,-0.314710407499921,0.043963843535962,0.314710407499921
D10495_at,137.666666666667,206.236842105263,142.790594389665,447.04419239861,-0.116253189832986,-0.884182283210889,0.116253189832986,0.884182283210889
D10511_at,231.333333333333,52.4736842105263,156.927224681232,107.07429520743,0.677494770477981,5.13382419208257,-0.677494770477981,-5.13382419208257
D10522_at,243.407407407407,142.026315789474,315.788056876914,466.781474819544,0.129548988954578,1.04415511185801,-0.129548988954578,-1.04415511185801
D10523_at,489.888888888889,133.684210526316,274.367851521854,250.358780959274,0.678838572912314,5.34723448972029,-0.678838572912314,-5.34723448972029
D10656_at,151.074074074074,54.3684210526316,96.5166091429648,117.664759943556,0.451512909054089,3.63093820984155,-0.451512909054089,-3.63093820984155
D10704_at,66.1481481481482,14.6842105263158,83.9664327178535,41.0168754085292,0.41176648620784,2.94489677412153,-0.41176648620784,-2.94489677412153
D10923_at,50.5185185185185,60.2105263157895,64.0446781373816,235.332100921315,-0.0323739463953907,-0.241597899635915,0.0323739463953907,0.241597899635915
D10995_at,313.148148148148,131.973684210526,175.648622956284,237.051196071719,0.438998166668274,3.53855486131063,-0.438998166668274,-3.53855486131063
D11086_at,2413.07407407407,380.578947368421,1475.20071452943,805.752548413306,0.891072675502109,6.50299981031492,-0.891072675502109,-6.50299981031492
D11094_at,271.666666666667,39.7368421052632,340.634814608074,93.1211603120702,0.534701163722534,3.44758143032437,-0.534701163722534,-3.44758143032437
D11139_at,24.4074074074074,14,9.09039755100555,33.3361260091406,0.245304270397109,1.83107491977028,-0.245304270397109,-1.83107491977028
D11151_at,70.4074074074074,23.8157894736842,34.2493787245834,47.9187686883034,0.567027727905376,4.57150428289732,-0.567027727905376,-4.57150428289732
D11428_at,170.555555555556,21.7631578947368,693.208001492578,55.2421862937641,0.198800668486563,1.11281106402,-0.198800668486563,-1.11281106402
D12485_at,57.6666666666667,13.2368421052632,41.4227733722183,27.3598978685923,0.645945028884574,4.86951064055058,-0.645945028884574,-4.86951064055058
D12625_at,24.8518518518519,6.47368421052632,11.8701425812955,10.759626342616,0.812123522035013,6.39261054307787,-0.812123522035013,-6.39261054307787
D12676_at,23.1481481481481,6.18421052631579,16.3582576270394,10.0266004671301,0.64294215876723,4.78733146038749,-0.64294215876723,-4.78733146038749
D12763_at,21.1111111111111,6,4.15408356396573,9.6085547469078,1.09798069016841,8.62617385057757,-1.09798069016841,-8.62617385057757
D13118_at,3146.62962962963,996.868421052632,692.929741590464,1625.33630900014,0.927314277854055,7.27574384573764,-0.927314277854055,-7.27574384573764
D13168_at,34.2592592592593,6.81578947368421,22.9758947136284,11.334842869374,0.799850767392729,5.73076658138932,-0.799850767392729,-5.73076658138932
D13264_at,21.037037037037,5.78947368421053,3.96602379334072,9.1921173478762,1.15879311440615,9.10221751511853,-1.15879311440615,-9.10221751511853
D13305_at,20,10.8157894736842,0,34.5142784892015,0.266098870622176,1.64034360423757,-0.266098870622176,-1.64034360423757
D13315_at,784.592592592593,152.657894736842,466.407321097975,291.387572896806,0.833912583554704,6.22927852806105,-0.833912583554704,-6.22927852806105
D13370_at,2095.11111111111,429.868421052632,1001.83824632266,720.865664700009,0.966644749224443,7.38481291723838,-0.966644749224443,-7.38481291723838
D13435_at,252.074074074074,41.5,182.73771155695,79.1019697708067,0.804209938716235,5.62493374158554,-0.804209938716235,-5.62493374158554
D13540_at,120.592592592593,48.1052631578947,73.6166051811991,83.3986808741631,0.461657786676511,3.70028922117781,-0.461657786676511,-3.70028922117781
D13626_at,67.1111111111111,5.81578947368421,140.759296272678,9.23523002876542,0.408650389776504,2.25927435384389,-0.408650389776504,-2.25927435384389
D13627_at,1221.2962962963,144,864.879485371531,288.461904365672,0.934065408457912,6.23078431920847,-0.934065408457912,-6.23078431920847
D13628_at,180.962962962963,108.184210526316,166.833975851969,238.180814266168,0.179694061087049,1.44870404660917,-0.179694061087049,-1.44870404660917
D13630_at,696.851851851852,158.973684210526,444.263929152974,278.508914587987,0.744187018506881,5.5622291833644,-0.744187018506881,-5.5622291833644
D13633_at,111.666666666667,20.0789473684211,93.6080206951388,40.5898280287384,0.682482768309458,4.77504210884119,-0.682482768309458,-4.77504210884119
D13634_at,139.185185185185,39.7105263157895,55.4402221642215,66.9400328227444,0.812832583818282,6.53424123066915,-0.812832583818282,-6.53424123066915
D13635_at,36.7777777777778,7.52631578947368,51.8647155390707,12.837312259961,0.4520949803793,2.86883175087023,-0.4520949803793,-2.86883175087023
D13636_at,168.074074074074,12.2105263157895,219.360245666614,31.8833667511946,0.620368200641413,3.66465644543617,-0.620368200641413,-3.66465644543617
D13637_at,68.7777777777778,6.02631578947368,83.3414355035649,9.67159910785115,0.674652345775655,3.8938283825643,-0.674652345775655,-3.8938283825643
D13639_at,1789.40740740741,362.605263157895,2151.20839492704,760.656598994035,0.48999598100467,3.30279618114865,-0.48999598100467,-3.30279618114865
D13640_at,778.592592592593,246.894736842105,527.375961301238,527.094062556543,0.504232309805517,4.00643411755366,-0.504232309805517,-4.00643411755366
D13641_at,1051.11111111111,263.973684210526,847.496690864124,429.184234795351,0.61654984505544,4.43859602463616,-0.61654984505544,-4.43859602463616
D13642_at,137.333333333333,31.2368421052632,88.3350265923825,69.0332603779282,0.67419232470953,5.21175825499895,-0.67419232470953,-5.21175825499895
D13643_at,49.7777777777778,5.78947368421053,154.72987214282,9.1921173478762,0.268349013028932,1.47537048604175,-0.268349013028932,-1.47537048604175
D13644_at,50.6666666666667,10.3157894736842,33.5444595906801,24.7965835301013,0.691637911057666,5.30491844288974,-0.691637911057666,-5.30491844288974
D13645_at,80.4074074074074,5.78947368421053,146.253010293611,9.1921173478762,0.480027485295602,2.6473518490295,-0.480027485295602,-2.6473518490295
D13748_at,5623.07407407407,2145.57894736842,2191.50896251043,3656.90398983842,0.59460492188894,4.77761809910602,-0.59460492188894,-4.77761809910602
D13897_rna2_at,393.962962962963,128.894736842105,127.866060175206,226.710768169452,0.74756217815566,5.99015675686925,-0.74756217815566,-5.99015675686925
D13900_at,1803.2962962963,491.105263157895,811.112095772731,818.191968139695,0.805369029760753,6.40408984702669,-0.805369029760753,-6.40408984702669
D13969_at,26.962962962963,5.78947368421053,24.875816927415,9.1921173478762,0.621507870352713,4.22269678907032,-0.621507870352713,-4.22269678907032
D13988_at,1398.03703703704,344.026315789474,806.520374175454,584.373283461776,0.757793894206158,5.79526631443625,-0.757793894206158,-5.79526631443625
D14043_at,1168.40740740741,272.973684210526,1325.46477361598,622.153256814138,0.459758386504119,3.26411848617767,-0.459758386504119,-3.26411848617767
D14446_at,157.925925925926,46.2631578947368,49.8296528383883,83.083703872767,0.840116981424616,6.75050101365721,-0.840116981424616,-6.75050101365721
D14497_at,28.4444444444444,11.1842105263158,15.626243540259,20.8726580018595,0.472897352765834,3.81134595516794,-0.472897352765834,-3.81134595516794
D14520_at,46.7777777777778,11.7631578947368,40.3144689938539,24.7402005831261,0.538233767241069,4.00849639598338,-0.538233767241069,-4.00849639598338
D14530_at,15597.4814814815,4554.81578947368,1167.77083402426,7236.09473163179,1.31399837440709,9.23941496537929,-1.31399837440709,-9.23941496537929
D14533_at,32.5555555555556,5.78947368421053,57.4177226280777,9.1921173478762,0.401833751304725,2.40050136873901,-0.401833751304725,-2.40050136873901
D14657_at,1395.48148148148,372.157894736842,952.838688840649,737.61776984794,0.605353412970191,4.67354473902844,-0.605353412970191,-4.67354473902844
D14658_at,981.703703703704,112.131578947368,609.077790586519,195.318336285489,1.08102475348529,7.16145601341689,-1.08102475348529,-7.16145601341689
D14659_at,68.7037037037037,7.97368421052632,51.4712876008892,14.20789054108,0.924646458911317,5.97133385381645,-0.924646458911317,-5.97133385381645
D14660_at,32.1851851851852,5.78947368421053,23.9326571816019,9.1921173478762,0.796857091887066,5.45229404001456,-0.796857091887066,-5.45229404001456
D14661_at,477.814814814815,148.5,263.718386663478,256.763720389209,0.632711116006682,5.01572864913065,-0.632711116006682,-5.01572864913065
D14662_at,817.518518518518,199.710526315789,456.471784482338,343.836770504649,0.771962249251196,5.93705147610155,-0.771962249251196,-5.93705147610155
D14663_at,640.481481481482,190.447368421053,352.239360309956,330.674633697939,0.658990908092632,5.2059954432743,-0.658990908092632,-5.2059954432743
D14664_at,72.5925925925926,70.1578947368421,110.106682274426,141.9882991593,0.00965785927948173,0.0777909573027574,-0.00965785927948173,-0.0777909573027574
D14678_at,40.4444444444444,5.78947368421053,34.5201539052338,9.1921173478762,0.79279730306323,5.08980670446041,-0.79279730306323,-5.08980670446041
D14686_at,296.444444444444,125.131578947368,236.922956210425,224.313507811341,0.371420906324942,2.93665262334548,-0.371420906324942,-2.93665262334548
D14689_at,568.518518518518,216.552631578947,415.100207583882,394.4083284966,0.434789593008786,3.43886375551063,-0.434789593008786,-3.43886375551063
D14694_at,2006.59259259259,448.552631578947,1335.18207514525,732.367973430298,0.753568196371869,5.50364994345893,-0.753568196371869,-5.50364994345893
D14695_at,311.555555555556,75.0263157894737,348.35054552003,151.523521827935,0.473177656566513,3.31253682084092,-0.473177656566513,-3.31253682084092
D14710_at,5697.51851851852,1075.68421052632,2697.33105082057,1855.92992798268,1.01506026768687,7.70187442807862,-1.01506026768687,-7.70187442807862
D14811_at,291.111111111111,152.578947368421,177.99164486297,262.680119061594,0.314365872932136,2.53381185397147,-0.314365872932136,-2.53381185397147
D14812_at,2769.25925925926,701.657894736842,1269.61161816071,1202.51316285015,0.836366101098248,6.61301094292249,-0.836366101098248,-6.61301094292249
D14822_at,26.7407407407407,10.0789473684211,12.7357540098508,19.4927312564195,0.516989651690445,4.16460163352768,-0.516989651690445,-4.16460163352768
D14823_at,35.2962962962963,10,29.8468073473849,22.0208746174833,0.487708247949665,3.73971594094485,-0.487708247949665,-3.73971594094485
D14827_at,61.7407407407407,37.1052631578947,61.0923592053569,94.8329368811092,0.157995387542408,1.27234385228196,-0.157995387542408,-1.27234385228196
D14838_at,85.6666666666667,7.23684210526316,193.020724275918,13.8864783746662,0.37905797167367,2.10747331108638,-0.37905797167367,-2.10747331108638
D14874_at,126.962962962963,98.1052631578947,73.0334388542891,180.854546524486,0.113663117071158,0.887069769539061,-0.113663117071158,-0.887069769539061
D14878_at,582.925925925926,136.789473684211,329.711403634466,227.748220142538,0.80030271828293,6.0760660246112,-0.80030271828293,-6.0760660246112
D14889_at,421.851851851852,154.368421052632,140.685055710565,255.400419167536,0.675317444754925,5.40441145684931,-0.675317444754925,-5.40441145684931
D15049_at,77.8888888888889,22.5263157894737,67.8365305111845,65.2963046187957,0.415844618987973,3.2930757990378,-0.415844618987973,-3.2930757990378
D15050_at,936.074074074074,280.789473684211,562.949985886568,628.401969731061,0.550034435499916,4.40499978676007,-0.550034435499916,-4.40499978676007
D15057_at,1122.48148148148,113.236842105263,1180.56819339641,214.612590523901,0.723379114024455,4.39083842877308,-0.723379114024455,-4.39083842877308
D16181_at,51.1111111111111,20.4736842105263,35.5747677794824,39.4494112189169,0.40836737315364,3.26917848636983,-0.40836737315364,-3.26917848636983
D16217_at,577.296296296296,274.342105263158,198.049297440118,497.161851742348,0.435772917896092,3.3962291248936,-0.435772917896092,-3.3962291248936
D16227_at,42.6296296296296,8.55263157894737,67.9966900484859,21.3373132993254,0.381456072420795,2.51750618856577,-0.381456072420795,-2.51750618856577
D16294_at,324.444444444444,71.8421052631579,208.084918562911,137.081259451266,0.731828189640618,5.5146170434163,-0.731828189640618,-5.5146170434163
D16350_at,32.8148148148148,15.9736842105263,20.9835778958342,38.9389590513882,0.281048357801032,2.24630453910111,-0.281048357801032,-2.24630453910111
D16469_at,642.814814814815,354.052631578947,484.130706845312,623.458269149801,0.260712402790421,2.09989214256295,-0.260712402790421,-2.09989214256295
D16532_at,93.1111111111111,13.9736842105263,180.333522915678,24.9100943851275,0.385578016706852,2.2649736587163,-0.385578016706852,-2.2649736587163
D16562_at,3491.85185185185,709.131578947368,1650.97238721967,1224.49979133351,0.967743765236021,7.426263795816,-0.967743765236021,-7.426263795816
D16581_at,1105.37037037037,299.684210526316,402.136424243942,506.736730263367,0.886467111332834,7.13616640517493,-0.886467111332834,-7.13616640517493
D16583_at,23.1111111111111,5.78947368421053,16.1658075373095,9.1921173478762,0.683085761367643,5.02075064869938,-0.683085761367643,-5.02075064869938
D16593_at,384.259259259259,124,249.05584677902,246.961863780953,0.524697513250973,4.16621895813796,-0.524697513250973,-4.16621895813796
