Gene_Name,T_value_ALL
X84194_at,8.93449731345378
X59417_at,8.9268837937954
J02902_at,8.91741852045208
D38548_at,8.91653067429751
X87159_at,8.91199757222658
M58569_s_at,8.91199757222658
M19989_cds1_at,8.91199757222658
S79522_at,8.9053946500632
M64716_at,8.90264851810732
X64707_at,8.89954074990635
X78669_at,8.89697047269432
M31211_s_at,8.89542330169822
M62982_at,8.8910589609562
X56997_rna1_at,8.88804908099334
Y08612_at,8.86895000528542
HG3549-HT3751_at,8.86578494056245
X95654_at,8.8455031425175
Y00503_at,8.84229746642324
X69391_at,8.83252321885236
D86974_at,8.83074528395245
X02761_s_at,8.83001938336364
D63482_at,8.8295420565462
U90907_at,8.82910267772886
M96739_at,8.8242709731935
X92106_at,8.82198573926586
L07758_at,8.81928462606806
X00588_at,8.81365447434998
D38462_at,8.81091326930848
L11672_at,8.80820657617116
M60858_rna1_at,8.79000759367122
U37689_at,8.78851109669081
L24783_at,8.78154501858847
X12901_at,8.77083787337321
U82668_rna1_at,8.77083787337321
U78180_at,8.77083787337321
U60319_at,8.75971377804461
S62907_s_at,8.75574843647801
Z11850_at,8.75260364772532
M60314_at,8.75260364772532
M60047_at,8.75260364772532
D88146_at,8.75260364772532
M86933_at,8.74614337710035
X95240_s_at,8.72086207229628
M14648_at,8.72048261072073
X92475_at,8.71770965895215
U09953_at,8.71708379573647
M36072_at,8.71669585083797
L38941_at,8.70890013859777
U66198_at,8.69784774167286
M16967_at,8.69784774167286
S72008_at,8.68219736546185
X61100_rna1_at,8.67676969449011
AC000062_at,8.65733251512476
U09477_at,8.641903918963
M23161_at,8.63989230944614
X51466_at,8.63400412933889
D12763_at,8.62617385057757
X84740_at,8.62447268560132
Y11416_at,8.62357434038526
D43768_at,8.62354545258368
L33075_at,8.61718123439722
U72066_at,8.61443695147089
X55715_at,8.60160812906118
U41060_at,8.5959227104214
S74720_at,8.59525647398661
L34673_at,8.59439873646514
L07633_at,8.58777056875986
D38073_at,8.58677565748023
X72964_at,8.58212626523026
HG1116-HT1116_at,8.5784848946455
L11566_at,8.56868915592097
M92642_at,8.56311500720628
U91616_at,8.54813827130837
U73330_at,8.54283862281073
U90552_s_at,8.53329387419581
X56468_at,8.52990047406358
U51920_at,8.52023728630833
L12052_at,8.51554253261136
X58987_at,8.51405982085112
HG3991-HT4261_r_at,8.51304927523482
M31520_at,8.50835921650283
U74324_at,8.50650827347824
U51990_at,8.50594773091533
HG1112-HT1112_at,8.50153572199526
M73746_s_at,8.49313531909854
D43948_at,8.48742741874386
M85217_at,8.47537705824871
J04621_at,8.4717096553194
U59325_at,8.46652213451902
D87009_cds3_at,8.46336222627064
M29536_at,8.46113186968065
HG1078-HT1078_at,8.45468296706403
L02320_at,8.44803915048578
X82835_at,8.4356814790164
U66075_at,8.42017932772483
U04313_at,8.41748189271586
U14968_at,8.41354241691591
X15341_at,8.40534394780887
M83216_s_at,8.39478067214236
U06643_s_at,8.39438410904401
U79262_at,8.38993376348678
J03592_at,8.38563295657838
U46570_at,8.38327492743393
U09825_at,8.38292778614398
X94232_at,8.37174475998365
U14972_at,8.36953130458177
X74142_at,8.36262916888882
HG33-HT33_at,8.35687041838205
D86978_at,8.35532276390009
L33262_s_at,8.35121696367287
L40403_at,8.34835310067928
X63469_at,8.34666504177697
U43901_rna1_s_at,8.34411370427809
J00105_s_at,8.34272217310354
U34044_at,8.34046613261076
X66867_cds1_at,8.3401925353476
M19283_at,8.32668057435734
D87742_at,8.32427052034716
L31573_at,8.3171866941353
HG825-HT825_at,8.3171866941353
HG142-HT142_at,8.3171866941353
HG4157-HT4427_at,8.31268711955743
HG1612-HT1612_at,8.31246429086337
M87284_at,8.30103515395584
J00209_f_at,8.29430281608275
Y00317_at,8.29427668049587
L10338_s_at,8.28701178617404
X61970_at,8.27206092654597
U39447_at,8.27088115916882
X83107_at,8.27024700520947
X54925_at,8.26716817424015
D26350_at,8.2483331786248
X00351_f_at,8.24761560545027
D84557_at,8.24134220208227
L39009_at,8.23920070691786
L10403_at,8.23920070691786
J00301_at,8.23920070691786
X04526_at,8.23219821095777
U18543_at,8.22854875986787
X57152_rna1_s_at,8.22654362165749
M29064_at,8.22225986689648
Z27113_at,8.21551534384913
X12556_at,8.20421754904806
U78521_at,8.20390723593253
Z23091_rna1_at,8.19211277499207
U09813_at,8.18988994519806
S54005_s_at,8.18783810307395
M88108_at,8.18293525272536
M28585_f_at,8.17891825423485
M31520_rna1_s_at,8.17513588785239
U07418_at,8.17367146991444
X57959_at,8.16496433493949
X86428_s_at,8.16097185753238
X68285_s_at,8.16097185753238
HG3345-HT3522_at,8.16097185753238
U66464_at,8.160055776356
U93867_at,8.15831656787073
X04347_s_at,8.15259295989494
L42572_at,8.1512967343129
L34081_at,8.14910619597036
X13482_at,8.14657900364656
M60091_at,8.12652677021068
U87309_at,8.12270453836485
X99226_at,8.12185729883814
X86012_at,8.11709661377486
X15183_at,8.11392764385158
M94362_at,8.11360188092219
U86782_at,8.11092222551792
X77777_s_at,8.11057746135359
D42038_at,8.11057746135359
D13638_s_at,8.11057746135359
Z23064_at,8.1048616704165
X97249_at,8.10303887413362
M33680_at,8.10088961117854
U12465_at,8.09596176054774
M91592_at,8.09387852246784
D26600_at,8.0929600949042
M62800_at,8.08263803831285
HG2271-HT2367_s_at,8.08263803831285
U58766_at,8.07851636806956
D78011_at,8.07705368474663
X12791_at,8.07598886421781
M92287_at,8.05742675917871
U09087_s_at,8.05592582603439
M31525_at,8.05518385212994
X82676_at,8.05004622219135
K02402_at,8.04877305248125
U82010_rna1_at,8.0434352544711
Z37986_at,8.02540395513964
X86564_at,8.0231238440396
D42047_at,8.02000895973877
X03689_s_at,8.01900209820832
U94855_at,8.01601319014694
U63332_at,8.00732694793152
X53777_at,8.00575854361716
U64198_at,8.00432621915546
U18088_s_at,8.00432621915546
U12259_cds2_s_at,8.00432621915546
L21993_at,8.00432621915546
L25080_at,8.00379949451009
D63880_at,7.99961594151376
M97856_at,7.99687745717506
AF002020_at,7.98782625417018
M86400_at,7.98665311207803
X54304_at,7.98502637653873
U45878_s_at,7.98209961244812
U10323_at,7.97577481035572
M64571_at,7.97480161424594
M13934_cds2_at,7.97025441271644
L03532_at,7.96833483191765
D29012_at,7.96575312809188
L20298_at,7.9642892548748
X95404_at,7.96303529423203
U09414_at,7.96036817351029
X83973_at,7.95437164895805
D31891_at,7.95287572894271
U42412_at,7.9511583191956
L11672_r_at,7.94896958027794
U61232_at,7.94661662793437
U83843_at,7.94629082545636
HG3492-HT3686_at,7.94565677723359
HG3313-HT3490_at,7.94086162683862
X66785_at,7.93977531256186
X01677_f_at,7.93630467421763
U83410_at,7.93544584499655
U57877_at,7.93496679845521
D38751_at,7.93445184871097
HG4542-HT4947_at,7.92854714891617
HG3707-HT3922_f_at,7.92615283779785
X62153_s_at,7.92349539565898
HG1869-HT1904_at,7.92007602934783
U36621_cds2_at,7.91726871276447
U52696_s_at,7.91474461181759
U85193_at,7.91053984752665
M34079_at,7.90923116893898
D86479_at,7.9022651231178
D50405_at,7.89990756986483
Z25749_rna1_at,7.89976268320096
U77948_at,7.89436776401779
AC002477_s_at,7.89204198021399
L33881_at,7.88813817300749
L22009_at,7.88362649781557
L20010_at,7.88249478058804
U20998_at,7.88054016894209
HG3995-HT4265_at,7.86502753965379
M31899_at,7.86183952227334
J02683_s_at,7.86152676369279
M29335_s_at,7.86044324701395
U80040_at,7.85551405653864
D45248_at,7.85316240323294
M77232_rna1_at,7.85119796923512
U49973_xpt1_at,7.85113150079102
U83601_at,7.84822423470654
M76482_at,7.8362519794887
X77588_s_at,7.8357325246062
U67319_at,7.8351009746749
D38076_at,7.83137096656829
Y10202_at,7.82353794786959
X79234_at,7.82246980191886
D83243_at,7.81939725580729
U25435_at,7.81816360738565
M37104_at,7.81628531641064
L19267_at,7.81563277273645
U28833_at,7.81358195522444
X81198_at,7.80840117875093
U81001_at,7.80340782939551
S74221_at,7.80096836953035
U15782_at,7.78452115108341
M37984_rna1_at,7.78127533310739
L20965_at,7.77955835500682
M13450_at,7.77866911800449
S46622_at,7.77560203600514
D50918_at,7.77385238639025
M26657_s_at,7.77063712064046
M14123_xpt4_at,7.77063712064046
M58028_at,7.76537266916916
L40396_at,7.76264453997999
D31887_at,7.75852262147286
X97544_at,7.75824148470304
X83368_at,7.75695835379765
D43950_at,7.75293086366531
X83857_s_at,7.75277978931212
U38846_at,7.75141255717941
L40410_at,7.75123643026188
U23028_at,7.74791057588276
X65873_at,7.74765557040386
X51521_at,7.73167362640213
X54326_at,7.73034932259288
AF012024_s_at,7.72706923896082
U68566_at,7.7221261845693
U82818_at,7.71623071171914
X16560_at,7.71362819918682
M21259_at,7.71206487703491
U50733_at,7.70761339259482
Y10807_s_at,7.7024013729353
D14710_at,7.70187442807862
D38048_at,7.70066583390753
U77665_at,7.69944845708762
M17754_at,7.6968780357133
U66359_at,7.69347906641022
L08835_rna2_s_at,7.68545673671245
D31890_at,7.68114728173543
Z15115_at,7.68042083497471
U06454_at,7.67857463898608
U31930_at,7.67750105862072
S50223_at,7.67511024088948
X66113_s_at,7.67442821503253
X80199_at,7.67322298089676
AF009368_at,7.6726044482011
X93511_s_at,7.67228371493015
Z22535_at,7.67219889100367
D55654_at,7.6607762729771
U20285_at,7.65539819166568
U18271_cds3_s_at,7.65512320522753
HG3319-HT3496_s_at,7.65393048925133
U05237_at,7.65203389502408
U44105_at,7.64803449915508
U79259_at,7.64611238684786
HG2815-HT2931_at,7.64596961016112
HG1322-HT5143_s_at,7.64223706130952
L40366_at,7.6308468575095
X14850_at,7.62976069085027
U09564_at,7.62947358790729
U35451_at,7.62366038860758
X04654_s_at,7.62350639451697
X80909_at,7.62294090199267
X64330_at,7.62268739486106
Z56281_at,7.62176168406162
X85372_at,7.62160179249462
D83779_at,7.61956555650946
U18235_at,7.61682900575354
L09260_at,7.61582684670019
X75962_at,7.61133221490302
U93237_rna2_at,7.61043347098243
D42043_at,7.60912528821705
D26599_at,7.60688548605224
U24577_at,7.60685977947274
D78577_s_at,7.6065973273996
U37012_at,7.60430475770884
M63180_at,7.6039000354855
AF001548_rna1_at,7.60146571928289
U65002_at,7.59902322186849
Z50749_at,7.59579771481148
M93651_at,7.59163275906968
AB000460_at,7.57469939681019
U50950_at,7.56596600588188
M29960_at,7.56469932006069
U30825_at,7.56259853104643
M32405_at,7.56086814357554
U47025_s_at,7.55820885397149
U75679_at,7.55116894482098
M94151_at,7.5499433678487
X98248_rna1_at,7.54704959359894
U59286_at,7.5411251571712
D49742_at,7.5411251571712
X98307_at,7.54075774357075
L76627_at,7.54075774357075
X74008_at,7.540354405079
HG167-HT167_s_at,7.53961116665379
HG384-HT384_at,7.53391894890949
M31642_at,7.53364771872809
U45974_at,7.52037767255491
U49070_at,7.51413426616791
M19154_at,7.50947684247156
U46025_at,7.50805094847675
X54380_at,7.50580623371463
U95040_at,7.4997111781796
X74331_at,7.49871425076367
L38810_at,7.49682726241203
M94065_at,7.4960932316913
U63139_at,7.49368325726949
U05291_at,7.49130745448202
X63692_at,7.49055434109995
X66397_at,7.48986769703258
D87449_at,7.4853774448743
U04241_at,7.48257750276312
M94046_at,7.47923927355481
M14676_at,7.47864118145119
U05321_at,7.47851071692535
D86977_at,7.47743493656087
X75958_at,7.47563277732883
L42452_at,7.47450819256184
Y08915_at,7.46857569724939
L76159_at,7.46667065545595
U78027_rna3_at,7.46314681676581
X76538_at,7.45764028889981
U51678_at,7.45755215684941
S49592_s_at,7.45185683896961
U38810_at,7.44912331756458
D86979_at,7.44777932625235
L14430_at,7.44401923681897
U09820_s_at,7.43673219633475
K03430_at,7.43544993577801
M21142_cds2_s_at,7.43460244339267
U17714_at,7.43338131291698
X65488_at,7.4312722732496
M65131_rna1_at,7.42922480882418
U59752_at,7.42774722537595
D87466_at,7.42696591887689
X89211_at,7.42650644506621
D16562_at,7.426263795816
L10381_at,7.42388841688272
X82068_at,7.42189952644363
U26312_s_at,7.41693621781661
U38372_at,7.41257781239771
U66828_s_at,7.41045466843761
D42123_at,7.40908535511024
X83218_at,7.40891356934406
U15009_at,7.40811068254104
S68874_s_at,7.407365769231
U05040_at,7.40652538074176
U09587_at,7.40036909793995
X83301_s_at,7.3969740860029
U79718_at,7.39462430271521
M23533_at,7.39059722588032
D13370_at,7.38481291723838
M34182_at,7.38229164288544
U23143_at,7.38160671980415
U49395_at,7.38100471536413
S80437_s_at,7.3737952766796
M69039_at,7.3735998077209
M55047_at,7.36965895507507
D28416_at,7.36927066039614
S72904_at,7.36848059133696
D43949_at,7.36693045100494
Y11681_at,7.36670073885733
Z93784_at,7.36569278564774
Z36715_at,7.36341714725029
X98001_at,7.36302360930475
X16135_at,7.36133273243524
HG2815-HT4023_s_at,7.36113362833891
Z50115_s_at,7.35974380896664
U56637_at,7.35661595179668
X98330_at,7.35579352232756
HG2309-HT2405_at,7.35557026723048
M94547_at,7.35511442400142
X53390_s_at,7.35505334110074
U09410_at,7.35457480853216
HG311-HT311_at,7.35302957861164
U70426_at,7.34949727948527
M80783_at,7.34425962761694
U36798_at,7.3438376063718
D23662_at,7.34251533704319
Y11251_at,7.34206703545177
X92715_at,7.34007621677228
X95586_at,7.33854567825381
M34192_at,7.33202078291293
M86546_at,7.32127946348553
X98801_at,7.32102816058539
X60221_at,7.31955101708635
U06452_at,7.31848128682392
AB006190_at,7.31767820749465
U61500_at,7.31761096751896
D17408_s_at,7.31661346235672
S82297_at,7.31606445359568
X13238_at,7.31531816780141
L36051_at,7.31489013321822
J03764_at,7.3128636321548
M37583_at,7.30571375190453
U30245_at,7.30126867041596
HG2874-HT3018_at,7.3002708859731
U83246_at,7.2989132315619
X65867_at,7.2973625435919
Y00486_rna1_at,7.29375381569537
J05249_at,7.29124976096304
U44378_at,7.28955998014307
D26362_at,7.28477082256747
U34343_at,7.28016375379546
J04029_s_at,7.27711181637881
L38696_at,7.27704070275515
U52427_rna1_at,7.27628023291121
M55409_s_at,7.2761268726289
D13118_at,7.27574384573764
X03635_at,7.27483949367551
Z49148_s_at,7.26885450628125
D49738_at,7.26409365538799
J05253_s_at,7.2637353630376
L20773_at,7.2636181250566
U66617_at,7.26058992638437
M69023_at,7.26016804954216
X61072_at,7.25883489897665
D26069_at,7.25873250799371
M19311_s_at,7.25846163622878
U79301_at,7.25717002337011
D38145_at,7.2571694422601
U09848_at,7.25599157255571
X76228_at,7.25463996962239
X66899_at,7.24758238328645
U39400_at,7.24706346236011
M96738_s_at,7.24342044589878
L05147_at,7.24342044589878
V00599_s_at,7.24136282524998
M60784_s_at,7.24069794483462
D79992_at,7.23634443269097
D83785_at,7.23588327289155
HG846-HT846_at,7.23503358641767
U54778_at,7.2334646257073
U11861_at,7.22433144260994
M73780_at,7.22222836381194
D86967_at,7.22055899260038
L76703_at,7.21897704763091
M63838_s_at,7.21894478491401
U11287_at,7.21749055121941
J03473_at,7.2113915797612
M19483_at,7.20690797981099
L40395_at,7.20584365540608
X97267_rna1_s_at,7.20431077840755
Z21507_at,7.20357453313533
D87017_cds3_at,7.20164872265779
U47742_at,7.19629898096073
HG3936-HT4206_at,7.195431388071
L06797_s_at,7.19536484096341
U76638_at,7.19428376645364
X58521_at,7.19383780298399
X15357_at,7.18795315299118
HG3578-HT3781_at,7.1864670185115
M84371_rna1_s_at,7.18622072635661
U84487_at,7.1837663006403
X07315_at,7.18353684772103
X76132_at,7.18321298697983
U86409_at,7.18009759063461
X56088_s_at,7.17674399616561
U29175_at,7.17227782521346
Z47727_at,7.16839734249747
D90086_at,7.16803218470506
X99894_at,7.16782144209999
L05148_at,7.16472071077324
J03069_rna1_at,7.16262114558858
D14658_at,7.16145601341689
U23736_s_at,7.15841696217072
D37984_s_at,7.15769684634298
X99687_at,7.15701764395146
U82303_at,7.15685106126664
M68520_at,7.15683947428526
U25750_at,7.15622052471594
X89399_s_at,7.15309102367482
M60527_at,7.15307488031055
X80754_at,7.15260860213726
L28010_at,7.15227171183213
U43923_at,7.15127845075384
L40391_at,7.15044494014051
S42457_at,7.14719225830745
X82103_at,7.14638703730711
HG2846-HT2983_at,7.14633958637831
U60269_cds2_at,7.14594649621738
U17760_rna1_at,7.1437800187012
U27330_at,7.14347672968781
M19311_at,7.14214120466621
U69141_at,7.14136862687418
U18934_at,7.14120798827417
L13278_at,7.14054284647281
X92110_at,7.13926237712385
Z75330_at,7.13899935531932
Z69915_at,7.13845635352474
X03066_at,7.1362309009765
D16581_at,7.13616640517493
U49844_at,7.13503047391156
M81601_at,7.13299707980916
U60325_at,7.13213504355945
U76992_at,7.13164370776472
U71087_at,7.12925271920397
X80818_at,7.12882155035142
X59244_f_at,7.12657023474915
X74262_at,7.12525956292591
U70064_s_at,7.12500770151202
Y10275_at,7.12026570194617
X64643_at,7.11906201942099
M29204_at,7.117336789472
U25165_at,7.11686050092079
U50839_at,7.11395766640045
L02932_at,7.11271076282899
D87458_at,7.11220999194326
AF005043_at,7.11170277800181
U66879_at,7.10739260396148
U24166_at,7.10564656190128
U49785_at,7.10487292189541
HG2147-HT2217_at,7.10375386605149
U28963_at,7.10089901555355
L10838_at,7.10074139582872
M97676_at,7.10031054625886
U50708_at,7.0995516933639
S75174_at,7.0995516933639
M59979_at,7.0995516933639
X05323_at,7.0982332350717
K02215_at,7.09755341009365
D50678_at,7.09541754112784
L41067_at,7.09203137198962
U17033_at,7.09002902937608
U94585_at,7.08530366023176
U18937_at,7.0819921964562
M22976_at,7.07846055233397
U49248_at,7.07702353411415
X75091_s_at,7.07414823505098
M83181_at,7.07380318968867
U50939_at,7.07328977049724
U20908_at,7.07232638721582
U91930_at,7.0703730203343
U01160_at,7.06883012795539
U84573_at,7.06587781511145
M65254_at,7.06477357804059
D88378_at,7.06348061750814
Z35102_at,7.06277522704185
U62136_at,7.06222894401741
HG4073-HT4343_at,7.061983618174
D00860_at,7.05456484115965
M54968_at,7.05379443861143
M69225_at,7.05283552992198
U14575_at,7.05061889811165
D21235_at,7.0483432052944
Z48633_at,7.04693227088245
S74728_at,7.04509218406184
M73482_at,7.04303907214205
D87467_at,7.04249198266345
U53445_at,7.04011325532184
Z35093_at,7.03921199009772
U26712_at,7.03902965258397
X95073_at,7.03844207200759
M94630_at,7.03772675888225
M31523_at,7.03707700365621
U47077_at,7.03636420445028
X76648_at,7.03405695867592
X64877_s_at,7.03280332227922
X83618_at,7.02893574535378
U86358_at,7.02893574535378
L31801_at,7.02772616555704
D00003_s_at,7.02556960358064
U68063_at,7.02545919842101
M32313_at,7.02514320952557
X17567_s_at,7.0239528466834
U96114_at,7.02350694600998
D87735_at,7.02076327384313
J05032_at,7.01938202421128
HG2441-HT2537_s_at,7.01892334649416
M64098_at,7.01803245444273
HG2325-HT2421_at,7.01798161265186
X85137_s_at,7.01553124418464
D30655_at,7.01408395537026
U22662_at,7.01348578968928
L15409_at,7.01140746886126
U43286_at,7.01115431875195
HG1723-HT1729_at,7.00827925165006
U59309_at,7.00532352268075
U71088_at,7.00462706826127
S77575_at,7.00430580698958
D89859_at,7.00377691621836
D21853_at,7.00190848131075
S75989_at,7.0009783124476
D79991_at,6.9924654763946
HG2238-HT2321_s_at,6.99240975035708
U72935_cds3_s_at,6.99168536377528
M68941_at,6.98959454772789
U72342_at,6.98943343204218
L27559_s_at,6.98709395182458
X51823_s_at,6.98620335483857
D63477_at,6.98587987098116
X73358_s_at,6.98534280171463
M86737_at,6.98418532082823
L42373_at,6.981146273607
X69141_at,6.98079919868813
J04615_at,6.9797734155942
U12535_at,6.97268966426733
M55268_at,6.96901687565389
X66401_cds1_at,6.96768907192359
S50017_s_at,6.96742382958134
L07493_at,6.96737314708358
U49082_at,6.96674522049014
M97675_at,6.9647286316102
X59131_at,6.9592309355628
M74542_at,6.9592309355628
H46990_at,6.95529641599824
U50196_at,6.9552575718154
U58091_at,6.95009770836615
HG1614-HT1614_at,6.9495258225886
X92518_s_at,6.9493086548497
X60036_at,6.94742623282129
X07820_at,6.94424475812898
Z28407_at,6.94268622425573
D80002_at,6.93854263954172
AB003698_at,6.93635279732117
U90912_at,6.93619083655457
U13706_at,6.9326600346643
X52966_at,6.93199236440153
L34035_at,6.93168117083984
L40027_at,6.92716117339285
X16901_at,6.92569495198661
L10378_at,6.92545179916064
X86779_at,6.92336858685817
M96803_at,6.92284033194708
U78524_at,6.92070025782055
X98263_at,6.91939918421322
X06323_at,6.91605421922035
U13044_at,6.91387939711391
U02632_at,6.91048625944639
U79246_at,6.90876827043856
U27185_at,6.90865245853414
L42451_at,6.90721049061177
AC002115_cds1_at,6.90678854281604
X79781_at,6.90484605546055
D31765_at,6.90377834310576
D80008_at,6.90217683747669
U26266_s_at,6.90210375762599
M83088_at,6.90207734398212
U62961_at,6.89770444065682
M11119_at,6.8972396185835
S69189_at,6.89680157324463
L14076_at,6.89539372664761
U41668_at,6.89480773900558
U79260_at,6.89431432876804
D85758_at,6.89159357538052
M63256_at,6.89045622225396
U58087_at,6.88885641401643
X66142_s_at,6.88866208886846
HG2274-HT2370_at,6.88858084777905
U15172_at,6.87785970575358
D55716_at,6.87373267364868
D25278_at,6.87352071932375
AB000410_s_at,6.87347754749052
M19159_at,6.87311253562388
X07024_at,6.87245761109512
M28170_at,6.87175280517152
U84011_s_at,6.8715494943872
X76061_at,6.87096985172924
M95627_at,6.8704917313178
X94754_at,6.86858213939096
X97335_at,6.86478431387787
J02621_s_at,6.86349790315666
U41816_at,6.86282605658355
M64992_at,6.86206019528315
D64154_at,6.85970716837429
D13720_s_at,6.85927107877525
U04209_at,6.85838721166939
X13956_at,6.85446095760283
U18062_at,6.85374795474955
U14971_at,6.85349768599262
U64444_at,6.85112367017058
Z22551_at,6.84918501294477
X65784_s_at,6.84848841469661
AB004884_at,6.84752455756627
X99459_at,6.84687545901065
D38128_at,6.84534764855419
L04282_at,6.84509264178724
U24704_at,6.84360141686412
M13792_at,6.84348787342056
D86962_at,6.8431771291879
L47738_at,6.8430622311745
U04840_at,6.84205152579659
X82018_at,6.83885893535872
U32519_at,6.83668208932932
U72508_at,6.83449482783896
U65928_at,6.83006641069848
D64158_at,6.82977784012862
M55905_at,6.82958442996908
X68242_at,6.82796441250999
X77307_at,6.82731515944227
L06505_at,6.82606641471893
X53793_at,6.82558217260772
U33286_at,6.82488008369144
X98743_at,6.82317998685842
U45983_at,6.82285049402995
M34458_rna1_s_at,6.8226143120852
D50924_at,6.82085245822682
D49824_s_at,6.82046812824571
D86976_at,6.81985040055101
U68031_at,6.81871136172088
D80012_at,6.81393866575214
U89336_cds3_at,6.80867943159224
D26067_at,6.80828306809831
