Gene_Name,T_value_AML
U05681_s_at,3.38668698632065
M81758_at,3.38615760262054
M98399_s_at,3.38037778996204
U77604_at,3.36628837115973
U13666_at,3.36564917298037
L11669_at,3.36391666167364
L19437_at,3.34441606547503
X16546_at,3.32070424253805
X16665_at,3.30262781331241
HG3254-HT3431_at,3.29734259539862
X98411_at,3.28810179615028
X54936_at,3.28802429853355
HG3494-HT3688_at,3.27974400924858
X62654_rna1_at,3.27115435789987
U57721_at,3.27027802059766
S72487_at,3.26963798051619
M33684_s_at,3.25960766799017
X14046_at,3.25026704197017
K01383_at,3.24496048458643
U04343_at,3.23386524066872
L42379_at,3.23230101785092
U78628_at,3.2322162158162
J04027_at,3.22740581784712
U80073_at,3.22385305473925
L20316_at,3.22157531431738
D31884_at,3.21986513924712
D10495_at,3.21762873007817
M17262_at,3.2170689211618
U46901_at,3.2164477348698
HG3725-HT3981_s_at,3.21299492726129
AJ000480_at,3.20583369119149
L03785_at,3.20498608666104
HG1428-HT1428_s_at,3.20457216188139
L35592_at,3.20177791705612
D21261_at,3.19211981118571
X52056_at,3.18894293397434
D16469_at,3.18784082820176
U40279_at,3.18281887134305
J05500_at,3.18021841674484
L14856_at,3.17274241910025
U41766_s_at,3.17111975821068
L38707_at,3.16512034172737
L09717_at,3.16479197046814
U16282_at,3.16307876072821
L14812_at,3.16259097448674
X80907_at,3.13223501332865
X64364_at,3.12468568308149
U51004_at,3.12006231746766
U43083_at,3.11769364309696
M55040_at,3.11229179474796
M24900_at,3.10669101469907
HG1102-HT1102_at,3.10379728205491
M13690_s_at,3.10375064347952
HG2981-HT3127_s_at,3.09496438812197
U07158_at,3.09029038160362
U38545_at,3.08560592607777
D14664_at,3.07070098734119
U04520_at,3.06561095454421
X67698_at,3.05508008623693
S82470_at,3.05478231417224
L06505_at,3.05263273138158
M31994_at,3.04966238683186
U26173_s_at,3.04769009988432
S75256_s_at,3.04492321968562
X55715_at,3.04116939179529
U41635_at,3.03507276215237
M91463_rna1_at,3.03142977123785
M63167_at,3.00942643544963
HG2981-HT3125_s_at,3.0047606823665
Y10871_at,3.00344042089655
X70297_at,3.00121633084914
X97444_f_at,2.99710959707254
HG3162-HT3339_at,2.98825546625273
U40714_at,2.98683769346955
U48405_at,2.98667443632739
M83667_rna1_s_at,2.9862335559167
U41813_at,2.97171524407294
U88629_at,2.96904653736586
M54915_s_at,2.9607193856467
M16750_s_at,2.95925959167217
X72475_at,2.95903022586317
M98539_at,2.95438987701472
L29277_at,2.95196544252897
K03189_f_at,2.94767814639585
U70867_at,2.94224318871868
Y00339_s_at,2.93730654417514
L41559_at,2.9347363333843
Y09980_rna4_at,2.93452327757843
K03498_xpt1_s_at,2.9239560090996
M25809_at,2.92049839137068
L26247_at,2.91858621095448
X85785_rna1_at,2.91515121660552
X90872_at,2.90950930598817
HG627-HT5097_s_at,2.89957440104865
M19507_at,2.89635711447476
U49250_at,2.88323887423935
U61734_s_at,2.88130665126076
M19508_xpt3_s_at,2.87987963947343
X17094_at,2.87565365047947
L17131_rna1_at,2.86915178523947
U14588_at,2.86606908048041
U40369_rna1_at,2.86538153549175
X78925_at,2.86498023095982
U73936_at,2.86405760831724
M95610_at,2.86181234643503
Y00414_s_at,2.86061201567358
U61836_at,2.85614547757417
U33839_at,2.85431259745785
X07743_at,2.85339507763588
L09235_at,2.85055017438916
M28713_at,2.83971916495119
M58603_at,2.83894162000276
U82108_s_at,2.83805164723452
J03263_s_at,2.83788422361622
U28131_at,2.83672409227374
X13973_at,2.83578319924416
J02982_f_at,2.83027836683996
AB002559_at,2.83022074557229
D26308_at,2.82836219215088
K03195_at,2.82763901990622
U50062_at,2.8267828716025
L32961_at,2.82088703074433
U43292_at,2.81832626143855
U34038_at,2.81681226736957
X59892_at,2.81431450115099
U70063_at,2.80967823164761
U36341_rna1_at,2.80652445408181
U10868_at,2.80124008027687
Z54367_s_at,2.80060583555473
M25322_at,2.80039265593756
M60298_at,2.79760285278697
X75346_s_at,2.79427349684245
M64108_at,2.79361989534523
X75546_at,2.7922986636385
M13452_s_at,2.78006728734658
HG358-HT358_at,2.77917742912453
M15395_at,2.778369625853
M29927_at,2.77272634600888
U58034_at,2.77019447669789
S75213_s_at,2.76941995939089
HG830-HT830_at,2.76808093892673
U30255_at,2.76252887944149
D26579_at,2.76190159721857
M38449_s_at,2.75751380624548
D17427_at,2.75595011863821
X01060_at,2.74895671219802
HG3454-HT3647_at,2.74751865924263
X07438_s_at,2.74554462953375
J00306_at,2.73785265172368
X70040_at,2.73649138620815
U57093_at,2.73448092604104
X51420_at,2.73406544021692
U05659_at,2.73029443811577
Y10376_at,2.72892636062673
S81439_at,2.72882594719286
AC000064_cds1_at,2.72879781402588
S76638_at,2.72537902102752
M33195_at,2.72498456828649
U02020_at,2.72404787263449
U77396_at,2.72394773804377
D87116_at,2.71948481852588
U29171_at,2.71935301117459
U89335_cds2_at,2.71696712756619
J04543_at,2.71394760702854
HG4541-HT4946_s_at,2.70475588075768
S81083_cds1_at,2.70469243291253
U14417_at,2.69302307473008
X68688_rna1_s_at,2.69227569278158
L31881_at,2.69193260735775
HG2639-HT2735_s_at,2.68568665688302
M71243_f_at,2.68290667349875
X70070_at,2.68089159760469
U19495_s_at,2.68070595350841
X59434_at,2.67925177124318
J03909_at,2.67686951987506
U29656_at,2.67588143982511
L26234_at,2.67256357175751
M29610_s_at,2.66993865261186
AF005775_at,2.6532349182979
M84739_at,2.63783383600376
L08177_at,2.63383156572837
U19878_at,2.63333637985665
HG417-HT417_s_at,2.63053572009008
HG2724-HT2820_at,2.62618248492005
D38521_at,2.62198211511798
X05130_s_at,2.62162323908278
X93920_at,2.62065431594443
Z24727_at,2.62022150420582
U59632_s_at,2.61882803291148
HG3242-HT3419_s_at,2.61400765245652
X63417_at,2.60747750815378
U44772_at,2.60732877077394
U25128_at,2.60427080716592
J04599_at,2.60391772233935
U20734_s_at,2.60277061147702
U29680_at,2.60248646580521
HG688-HT688_f_at,2.60180566170848
X06272_at,2.59936821519835
U41518_at,2.59732070050225
L22075_at,2.5931520970052
U08316_at,2.59053064090298
M32578_at,2.58733329117653
U09117_at,2.58333937179725
X54637_at,2.57755205845618
M77232_rna1_at,2.57059713280001
M15205_at,2.57039369341808
D16217_at,2.57013651284798
Y08200_at,2.56950212351377
U31342_at,2.56616254832943
M57731_s_at,2.56497482700168
HG180-HT180_at,2.56489784895419
X69550_at,2.56326317235849
HG4018-HT4288_at,2.55969977417582
X62320_at,2.55905957347714
Z30643_at,2.55025845558813
X83573_at,2.5468650631732
D88422_at,2.54516851135622
M37190_at,2.54003157926726
Z84721_cds1_at,2.54001041355148
X71973_at,2.53982269253587
L28821_at,2.53641430663809
M21119_s_at,2.53559716203344
U09937_rna1_s_at,2.53360760573322
S77356_at,2.5261724143222
L09604_at,2.52445205260119
U39412_at,2.52123524529122
M21812_at,2.52024969638543
X13810_s_at,2.51989883955754
X06614_at,2.51956421249919
M27281_at,2.51892374612114
U49278_at,2.51688371640511
U12622_at,2.51636671237733
U19247_rna1_s_at,2.51569329850509
X89059_at,2.51003869679181
X65857_at,2.50572987844887
U57342_at,2.50221521401466
M88338_at,2.4996289762809
Z49835_s_at,2.4974553284562
L15702_at,2.49723873381859
M31166_at,2.49413146260033
D87953_at,2.49347240164036
X15393_rna1_at,2.48972473281024
D49817_at,2.48700529017808
Z11697_at,2.48127191436445
M74715_s_at,2.479768543981
M87789_s_at,2.47922984706812
X12447_at,2.47913356619898
D49400_at,2.47904903303796
D00726_at,2.47864298570296
D82346_at,2.47648670675561
X90763_at,2.4736478278914
X04828_at,2.4725756045142
L08666_at,2.47045334313148
U73960_at,2.46342552570431
M77810_at,2.46109000287874
L15326_s_at,2.45836675788078
X92521_at,2.45763407170886
X90858_at,2.4571786170947
D29963_at,2.45223373747714
U88047_at,2.4494319094566
U15555_at,2.44240695267396
J02888_at,2.44216128605664
U57592_at,2.44152160889705
U33838_s_at,2.44096002230004
HG4321-HT4591_at,2.43965492098435
U05572_s_at,2.43707214172404
M19309_s_at,2.43564982231721
L36847_at,2.43524341032123
Z36531_at,2.43289805603149
U43965_at,2.43220529014853
X03794_s_at,2.42986665267999
X80026_at,2.42833377851322
L21954_at,2.4279213694887
M20902_at,2.42172801802467
HG4069-HT4339_s_at,2.4211373763952
X60673_rna1_at,2.41825331778781
X53296_s_at,2.41673845162974
U79275_at,2.41506198049782
M13232_s_at,2.41370674188615
HG881-HT881_at,2.41196483607285
M23254_at,2.41047203956848
M24485_s_at,2.41029252243786
U85943_at,2.40450884129066
U50315_at,2.40231363834584
J04739_at,2.40161324808574
U27831_at,2.40144858380381
J04990_at,2.39247405201571
U60269_cds3_at,2.39026540304796
U07807_at,2.38675194393651
M34041_at,2.38032922836875
M76378_at,2.37926763510428
Z32684_at,2.37893909976268
Z18948_at,2.3733434927517
D29643_at,2.373143742398
D78151_at,2.37123350943122
D17793_at,2.37098928617348
U90919_at,2.3709773250412
M14328_s_at,2.36813626060357
S81243_s_at,2.35998672755883
S45630_at,2.3595115541043
S69272_s_at,2.35727252166508
M69177_at,2.3525710880016
U06681_at,2.35114582687398
X58199_s_at,2.35008080544847
HG2566-HT4867_at,2.34874090122411
M63438_s_at,2.34710172067969
X63097_at,2.34478021235424
L35240_at,2.34477409776353
M20681_at,2.34462045544139
M86917_at,2.34399628667636
D83018_at,2.34280607949476
Y11710_rna1_at,2.33583468975844
U00968_at,2.33556610824326
M81750_at,2.33523799600723
X07834_at,2.33424565875561
D16105_at,2.33156649944741
D31846_at,2.33061735348349
X12492_at,2.32956374938601
L32831_s_at,2.32945951994612
X17648_at,2.32901961181385
U68494_at,2.32733934412358
Z11793_at,2.32617315828025
S82198_at,2.32582351603926
U61538_at,2.32088908478698
Z68193_at,2.31944040647442
HG4020-HT4290_s_at,2.31836939250506
X66610_at,2.31701625344198
X53331_at,2.3159910539058
U84569_at,2.31039719087921
M14016_at,2.30886163199251
M34276_at,2.30628238787372
HG620-HT620_at,2.30468910814347
X56681_s_at,2.30463448661354
X04106_at,2.30380037560519
L77561_at,2.30268676601622
D10040_at,2.30247621288916
Z18956_at,2.30118984268516
M21388_r_at,2.30029443133954
L02867_at,2.29783709320789
X75593_at,2.29763347393168
Y00282_at,2.29712900878042
X83705_s_at,2.29475048566976
L09229_s_at,2.29364313096499
D79206_s_at,2.28785002678997
L27943_at,2.28256190986763
HG2028-HT2082_at,2.28228072927362
J02783_at,2.27808484010084
M11726_at,2.2756117825789
D49824_s_at,2.27554817047307
J03930_at,2.27433351344973
U70663_at,2.27274803311598
U72661_at,2.27271893190492
D28235_s_at,2.27188265469368
Z48950_at,2.27010635605198
M24283_at,2.26316279798819
U52101_at,2.26258152047924
M13928_s_at,2.26055458009346
L07648_at,2.2579498359889
X15673_s_at,2.25627694937296
L27479_at,2.25442475434999
X97748_s_at,2.25431853744067
U08336_at,2.25276771247196
U96094_at,2.2526296040245
X77737_at,2.25230341239034
HG3921-HT4191_f_at,2.24984071029048
D87989_at,2.24663550763606
M26683_at,2.24579222022862
L41147_at,2.24318574818777
D14889_at,2.24286148979807
L05424_cds2_at,2.24043204355963
X85237_at,2.23907827687021
U57341_r_at,2.23791213423478
L07807_s_at,2.22824570759581
X65965_s_at,2.22636778595791
X65463_at,2.22570002405143
X51804_at,2.22521006585267
X82434_at,2.22471751517642
X55079_rna1_at,2.22263701433036
M84332_at,2.22174242342884
U65093_at,2.22163476350789
L49169_at,2.22020586446665
M93425_at,2.22008363338205
HG1872-HT1907_at,2.21893202546673
L13972_at,2.21260705862017
AF008937_at,2.21225412542673
HG627-HT5098_s_at,2.2088795520978
HG2788-HT2896_at,2.20690762094789
X53416_at,2.20603163284543
U39318_at,2.20477190265562
HG3405-HT3586_at,2.20373169116533
U01317_cds4_at,2.20209855808124
X16706_at,2.2006059280033
M27783_s_at,2.20014982081346
L09708_at,2.19989728808957
X51345_at,2.19855186885836
M92843_s_at,2.19788544872984
U05255_s_at,2.19503100187271
M21154_at,2.19412092127501
X60655_at,2.19379762613151
U04636_rna1_at,2.19353800208871
M26311_s_at,2.19160754636061
U73328_at,2.19048705731066
U78735_at,2.18839034083761
M33493_s_at,2.18735405514078
X64594_at,2.18627906581106
M55543_at,2.1850159677819
M73720_at,2.1847134160865
Y08765_s_at,2.18156589066734
U85767_at,2.18107157400663
D64142_at,2.18089340533134
X53595_s_at,2.18058719620973
HG2090-HT2152_s_at,2.17951488275221
X55668_at,2.17661182016354
U15177_at,2.17331820187668
U58334_at,2.17252690559585
X87838_at,2.17108418713255
HG274-HT274_s_at,2.16879223111931
Z35278_at,2.16869335104171
Z84721_cds2_at,2.16655767497646
U03057_at,2.16534807687302
S81294_at,2.1612376982483
M80563_at,2.15817218726523
U79265_at,2.15713733579536
J05096_rna1_at,2.15622456656941
U48936_at,2.15328906267058
U37219_at,2.15289523720752
X99656_at,2.14944641926721
S78653_at,2.14686608771616
Z49148_s_at,2.14667336674162
U21858_at,2.14382711687259
L40586_at,2.14287849409003
Z12173_at,2.14286353673264
S77893_s_at,2.13688129244402
U77827_at,2.13498621079794
J03634_at,2.13260444006499
X81625_at,2.13246806081883
U14187_at,2.13152911752816
M26679_at,2.13061998523779
Z29067_at,2.13025215349672
U44059_at,2.12881688421944
U93205_at,2.12873807936153
U56418_at,2.12872547898164
X05908_at,2.12770588961554
HG1155-HT4822_at,2.12540112036145
U88898_r_at,2.12500999807815
M68895_rna1_at,2.12336808408981
X52151_at,2.12296175976427
HG371-HT26388_s_at,2.12271684882562
U51127_at,2.12229586343322
M30257_s_at,2.12012969353118
HG3920-HT4521_s_at,2.1184672516358
M91438_at,2.11765137632819
J04182_at,2.1173006376218
L23852_at,2.11464232491919
U20428_at,2.11323779716376
U86529_at,2.11208438362171
K03431_cds1_at,2.11145131360255
M30703_s_at,2.11034558651681
U47931_at,2.10940510044348
M96233_s_at,2.10621152686404
D78014_at,2.10595927227367
U57971_s_at,2.10470239165694
X75861_at,2.10218491986849
U57341_at,2.10214953508698
J04823_rna1_at,2.10135095891387
U40998_at,2.10005953316858
M36284_s_at,2.09845802250797
M13058_s_at,2.09803898564457
M15059_at,2.09749566002996
Y10659_at,2.09707065874573
L19872_at,2.09687825258355
L41919_rna1_at,2.09486318003591
U45976_at,2.09349286825265
M57763_at,2.09258365663711
D82070_at,2.0925731775769
X58255_at,2.09119208565988
HG987-HT987_at,2.09113433721392
X85133_at,2.09067010401755
M27819_at,2.0904970066877
M33308_at,2.08784120715933
M21005_at,2.08754240468291
D84145_at,2.08623635010987
U37518_at,2.08433584800915
X89985_at,2.08281874061687
Y07565_s_at,2.08249361434309
M16937_at,2.08099678890988
HG3517-HT3711_at,2.07913957126042
D89052_at,2.07909179003361
U33429_at,2.07629254218265
Z83804_at,2.07421240604678
U15932_at,2.07364094347951
D87442_at,2.07342651427932
L10615_s_at,2.07159099119759
X63717_at,2.06807404586462
M99438_at,2.06714755187196
M34057_at,2.06589971794066
M93650_at,2.06479386358317
U17327_at,2.06406055074549
U79734_at,2.0621066571962
U83461_at,2.06139426370187
X99584_at,2.05977342974852
U29091_at,2.05816044852194
X80497_at,2.0569392759608
U50327_s_at,2.05619278683048
M63959_at,2.05592315717265
AB002332_at,2.05349398256433
D87434_at,2.05269995272487
M36542_s_at,2.05186288837453
D86959_at,2.05135962973079
U19523_at,2.05091689584719
X98534_s_at,2.05070770232693
Z49208_at,2.04960284227817
M20203_s_at,2.04800766683495
L76571_at,2.04238952358782
HG4704-HT5146_at,2.04118356770556
L41607_at,2.0404111720764
X17254_at,2.03855237607312
X93499_at,2.0382056364307
S81914_at,2.03714168324476
D13748_at,2.03526351133281
U46194_at,2.03480418935261
L42583_f_at,2.03457142366428
M14758_at,2.03452004841291
J00123_at,2.03377177516357
Z68280_cds2_s_at,2.03166357186477
X69819_at,2.03079036775762
L20591_at,2.03051374426263
U61276_s_at,2.02776242033257
Z84497_s_at,2.02741931594562
D10537_s_at,2.02713828814003
U21943_at,2.02688779629199
M74096_at,2.0253650578772
L15189_s_at,2.02486584403065
M32315_at,2.02033094936346
D89667_at,2.01908440218344
X89267_at,2.0182707106594
U50523_at,2.01764022668501
U80226_s_at,2.01701488814839
M20747_s_at,2.01626017022842
HG982-HT982_s_at,2.01588016639295
X12662_rna1_at,2.01577174604819
M24470_at,2.01489088314354
D25217_at,2.01353952026605
L13210_at,2.01240385524345
U43916_s_at,2.01014229912231
HG33-HT33_at,2.00826113058017
S68616_at,2.00735151470203
K01396_at,2.00683053715459
M31724_at,2.00631349005675
M10612_at,2.00551978590841
M14636_at,2.00551843397638
HG3288-HT3465_at,2.00242513784538
M36200_at,1.99859225549062
U08006_s_at,1.99631536570877
D00632_at,1.99618452837471
M93036_at,1.99521736224628
D13705_s_at,1.9948680952419
M60459_at,1.99450780842262
X52943_at,1.9915380369669
U55766_at,1.99147561652251
S82240_at,1.98875944842277
D83920_at,1.98866699574188
D63940_s_at,1.98639233222142
X12451_at,1.98629088870527
M95623_cds1_at,1.98551692785587
M28213_s_at,1.98508928019848
Y12393_s_at,1.9824273166246
J02906_at,1.98093668277602
X69699_at,1.98081986476269
X57303_at,1.98001440766566
L42601_f_at,1.97890342195886
U00672_at,1.97547140884892
X81479_at,1.9747485842069
X76029_at,1.97462822156984
M19267_s_at,1.97210173946513
D10995_at,1.96551205329905
M81830_at,1.96450883888891
U01212_at,1.9637813938242
U51241_at,1.96176729744931
HG3231-HT3408_at,1.96103067098084
U62317_rna3_at,1.96077445506355
HG1471-HT3923_s_at,1.96037045958569
S71043_rna1_s_at,1.95962663463292
M29932_s_at,1.95930617370302
U65581_at,1.95851928626912
U16306_at,1.95546761449037
Z86000_at,1.95464968037529
D30036_at,1.95268020062519
X98260_at,1.94873136036163
S72493_s_at,1.94820979991985
X63597_at,1.94813005629498
L40411_at,1.94638548200218
M93283_at,1.94400531887022
L19067_at,1.9433434717713
X98261_at,1.94308573091995
L25119_at,1.9425985850406
L38593_s_at,1.9406388317009
X63337_at,1.93981475748351
M84349_at,1.93896253081777
D45371_at,1.93756036924444
X14787_at,1.93105251332671
M92357_at,1.93093492512147
U90313_at,1.93048632322542
J02611_at,1.92867750192286
X62078_at,1.92793816179924
M58597_at,1.92623952346038
M92432_at,1.92496655861262
M65291_at,1.92339442603265
M91669_s_at,1.92270162193666
X69878_at,1.92132663454876
U01317_cds6_at,1.92120884996793
Z47087_at,1.91996526439082
D87735_at,1.91812563572751
L37042_at,1.91793069029729
S72869_at,1.91703622638693
M29037_s_at,1.91341627385121
Z83821_cds2_at,1.91287607530755
AC002073_cds1_at,1.91250927438104
M64934_at,1.90992898594412
D13628_at,1.90970474319519
S77154_s_at,1.90922493804543
U90918_at,1.90791139503013
U78107_at,1.90726779791424
D87451_at,1.90726008196944
Z83745_at,1.90622539403583
U67092_s_at,1.90418651144181
M79462_at,1.9039837087456
M54995_at,1.90297302335721
U18288_at,1.90174581770977
U58681_at,1.90146340742005
M10014_cds1_at,1.8971182430879
D13540_at,1.89622165532512
X04729_s_at,1.89571911676743
U52154_at,1.89462967080853
HG2981-HT3938_s_at,1.8926459218396
U60644_at,1.89135675942826
L09230_s_at,1.88941796112025
HG2649-HT2745_s_at,1.88725153143816
M91036_rna1_at,1.88596816594295
M61199_at,1.88480838121931
U82169_at,1.88210467159138
U24105_at,1.88134414771354
M95787_at,1.88026214617372
U97018_at,1.88006553409863
HG2525-HT2621_at,1.87740669653698
Z46967_at,1.87661086667014
L23333_s_at,1.87543754246945
M79463_s_at,1.87502380567485
Y10375_s_at,1.87333175597731
HG2810-HT2921_at,1.87167858764673
X55990_rna1_at,1.87166860226775
HG3576-HT3779_f_at,1.8698251104065
U58096_at,1.86838959460932
U77846_rna1_s_at,1.86831487762888
Y00451_s_at,1.86716862709779
L42611_f_at,1.86610638505346
U73377_at,1.86537986418011
U67614_at,1.86484339512099
D87433_at,1.86475756508609
HG2463-HT2559_at,1.86449371339055
AF002700_at,1.86362952759296
HG3417-HT3600_s_at,1.86288081316233
HG4167-HT4437_at,1.86069206879097
U52112_rna5_at,1.86007213097808
M62486_at,1.8590425796277
X06948_at,1.85786677410955
X04500_at,1.85489867608211
U37690_at,1.85440618721406
S72024_s_at,1.85425824344496
J02960_cds1_s_at,1.85367589193049
X92814_at,1.85247333423211
U56417_at,1.85189226017083
M15881_at,1.84972682868264
U49436_at,1.84956387669718
HG363-HT363_at,1.84929092320798
AF000562_at,1.84533268253587
M55593_at,1.84479470397835
Z18954_at,1.84457499118499
HG1980-HT2023_at,1.84329808881556
U01038_at,1.84043461588479
HG1140-HT4817_s_at,1.83883255601855
U03090_at,1.83880748283277
HG1747-HT1764_s_at,1.8383990014483
HG3636-HT3846_at,1.83546517789812
Y08265_s_at,1.83523151051425
M16652_at,1.83515799784857
X59812_at,1.83499333651011
U34962_at,1.83404290884666
L37033_at,1.83306391420647
M62505_at,1.83149989939584
U15655_at,1.83086775329435
M74509_s_at,1.82833869975677
L26584_s_at,1.82822235744599
HG3344-HT3521_at,1.82798864449869
HG1103-HT1103_at,1.82397436528071
U50553_at,1.82311237838361
U09578_at,1.82266580623451
X06482_at,1.82240756017152
U19948_at,1.82109721182995
Z22548_at,1.82040555154069
AF006084_at,1.81856635175879
L38933_rna1_at,1.81853294775904
V00594_s_at,1.81728929714226
HG1828-HT1857_at,1.81700792355776
U61166_at,1.81593224852265
M18391_s_at,1.81540799841697
M31520_at,1.81516240595191
X78710_at,1.81501547286587
K02574_at,1.81338411609701
X53800_s_at,1.81302188802294
M21121_at,1.81289855702434
X60484_at,1.80868979152593
M19684_at,1.80858694911411
M29458_at,1.8069330863403
U65404_at,1.8057317604975
U63289_at,1.80427260661365
X99133_at,1.8039301855206
L35249_s_at,1.80371613737424
M59820_at,1.80166699465567
U16258_at,1.80037147597197
X82207_at,1.79647805427574
X14448_at,1.79607315169981
M29581_at,1.79537713274779
D14686_at,1.79488054030422
L40387_at,1.7947492549022
Y08136_at,1.79362707410994
M61764_at,1.79334496856522
U01120_at,1.79311383131263
X83863_at,1.79135936707385
U43077_at,1.79130632883969
M19645_at,1.78949655401821
J00073_at,1.78603972154615
L11239_at,1.78413019957789
D86965_at,1.78319266133551
D45399_at,1.78024363240546
U78678_at,1.77985722382937
J03040_at,1.77886569163325
X12433_at,1.77498675069229
S73149_at,1.77408577655709
X79066_at,1.77292342686284
X57110_s_at,1.77130318480148
U38980_at,1.77058267231257
U05861_at,1.76916022128282
X14767_at,1.76871679124587
M95549_at,1.76642385155659
X14789_at,1.76523930678702
S74683_at,1.76445258756204
U45973_at,1.76331895120529
M19878_at,1.76331406181731
M16424_at,1.76021114230434
M63589_at,1.75879173992029
U34877_at,1.75678478721426
M36089_at,1.75644765422416
HG855-HT855_s_at,1.75586104982151
S76942_s_at,1.75558169713776
L21934_at,1.75557763958306
X66417_at,1.75507776252535
Z24680_at,1.7546106972162
U07804_s_at,1.75448353612033
X65962_s_at,1.75408315059463
U19557_s_at,1.75400642175916
HG2915-HT3059_f_at,1.75283969743843
L36463_at,1.75272901592608
M62302_at,1.75251166389065
U49441_at,1.75170106905083
J05582_s_at,1.75134522401869
M17316_at,1.7490801531885
U03688_at,1.74827059580438
L34060_at,1.74673330900506
X92744_at,1.7453181695895
D31897_at,1.74302898970822
M19720_rna1_at,1.74275847000901
X90780_rna1_at,1.74203811137806
AB002356_s_at,1.74100057162526
M19722_at,1.74011505544959
U34301_r_at,1.73557932823093
U82319_at,1.73492268604739
HG2715-HT2811_at,1.73397297139898
M60891_s_at,1.73296261359108
M77349_at,1.73286490987943
U41315_rna1_s_at,1.73150767239273
Z31560_s_at,1.73111102688613
K03460_at,1.73052890906485
Y09306_at,1.72972032736018
M90696_at,1.72625948328065
L10955_cds1_s_at,1.72381600326711
HG174-HT174_at,1.72348050900255
U14550_at,1.72188232459537
X56253_rna1_at,1.72142945635072
M33772_s_at,1.72141097615201
HG3125-HT3301_s_at,1.72096137889533
M35416_at,1.72010763295007
L20469_s_at,1.71960806166258
D88532_at,1.71791735421122
L41351_at,1.71693370244977
U11090_at,1.71643838546557
D25547_at,1.71622057428336
X54667_s_at,1.71514428561233
M29277_at,1.71478641093533
M94167_at,1.71272291486467
S52969_cds1_s_at,1.71043198090682
U52513_at,1.70950293707961
S83366_cds1_at,1.70786107919848
HG4490-HT4876_f_at,1.70676752220241
HG4058-HT4328_at,1.70642245589841
D10925_at,1.70344351560531
U76388_at,1.70313510223809
U09210_at,1.70282035503388
L28957_at,1.70162888588852
U72621_at,1.70146644170739
L16895_at,1.69868414534707
U22322_s_at,1.69836083830392
U83463_at,1.69750082174062
Z67743_at,1.69726223388359
X99664_at,1.69707749738032
U53476_at,1.69557677583772
U12767_at,1.69540721824812
M81757_at,1.69362247565428
U40391_rna1_at,1.69287795061737
HG870-HT870_at,1.68833386768717
U44111_at,1.68781286923279
U30999_at,1.6876762762398
M16405_at,1.68752664410338
M26602_at,1.68724557110778
HG908-HT908_at,1.68719194975569
U79280_at,1.68652193772955
S56151_s_at,1.68597098533833
U72515_at,1.68534562936274
